epoch,train_loss,validation_loss,train_s3_magnitude_loss,train_total_objective_loss,learning_rate
1,1.258591890335083,1.4681916236877441,0.0,1.6106060409565532,0.0006
25,0.06770816445350647,0.12392846494913101,0.0,0.11108098827527275,0.0006
50,0.04093213379383087,0.08886860311031342,0.0,0.07629099705890167,0.0006
75,0.02982841059565544,0.07424522191286087,0.0,0.05948312908939548,0.0006
100,0.021230217069387436,0.06360524892807007,0.0,0.04962886768936038,0.0006
125,0.016304315999150276,0.058307621628046036,0.0,0.041583134447902126,0.0006
150,0.013964399695396423,0.0547759123146534,0.0,0.03664215079093321,0.0006
175,0.011449694633483887,0.05284261703491211,0.0,0.032724892904971124,0.0006
200,0.009828838519752026,0.05022677406668663,0.0,0.02949786237514683,0.0006
225,0.008477807976305485,0.04777051508426666,0.0,0.026740538149293776,0.0006
250,0.007381767500191927,0.04731179028749466,0.0,0.02479063160553146,0.0006
275,0.006783778313547373,0.04549553990364075,0.0,0.02310232952842782,0.0006
300,0.006147746928036213,0.04504875838756561,0.0,0.02204239847373313,0.0006
325,0.005685088690370321,0.04367196932435036,0.0,0.021150238576632906,0.0006
350,0.005366514902561903,0.04377903789281845,0.0,0.020217416712252908,0.0006
375,0.005044448655098677,0.04347364231944084,0.0,0.019063835329139564,0.0006
400,0.008009349927306175,0.043720487505197525,0.0,0.021378719392333666,0.0006
425,0.004269846715033054,0.04188501834869385,0.0,0.01792831056220543,0.0006
450,0.0041852244175970554,0.04166537523269653,0.0,0.01734325186914293,0.0006
475,0.003975659608840942,0.04135052487254143,0.0,0.016575385371194497,0.0006
500,0.004008277785032988,0.041327785700559616,0.0,0.016430441674151166,0.0006
525,0.0036218147724866867,0.04090949892997742,0.0,0.015918144098259576,0.0006
550,0.0034975907765328884,0.04053945094347,0.0,0.015659594368988273,0.0006
575,0.0033575643319636583,0.04032034054398537,0.0,0.015363269958014692,0.0006
600,0.003309655701741576,0.040005069226026535,0.0,0.015088622682824232,0.0006
625,0.005162444896996021,0.04085399955511093,0.0,0.015243672062081647,0.0006
650,0.0031791049987077713,0.03990999609231949,0.0,0.014726461578614326,0.0006
675,0.003094905521720648,0.03995456546545029,0.0,0.014484415707510329,0.0006
700,0.0029374852310866117,0.03887800872325897,0.0,0.014312690439889357,0.0006
725,0.0028879994060844183,0.039185669273138046,0.0,0.01393529209292166,0.0006
750,0.0029089548625051975,0.03918682783842087,0.0,0.013792249151902086,0.0006
775,0.0027712329756468534,0.03863152116537094,0.0,0.01353252531624145,0.0006
800,0.0027495906688272953,0.03859720006585121,0.0,0.013524414108897733,0.0006
825,0.0026721972972154617,0.038957998156547546,0.0,0.013575366771227821,0.0006
850,0.0026171186473220587,0.03882778063416481,0.0,0.01322461871001785,0.0006
875,0.0025390065275132656,0.038429826498031616,0.0,0.013185421870039177,0.0006
900,0.0026253615505993366,0.03879914432764053,0.0,0.0128722228613269,0.0006
925,0.002544879913330078,0.03940757364034653,0.0,0.012916632105973417,0.0006
950,0.0025275875814259052,0.03938622400164604,0.0,0.012913554860665167,0.0006
975,0.002447313629090786,0.038791559636592865,0.0,0.012618505385266697,0.0006
1000,0.0024653973523527384,0.03841756284236908,0.0,0.01261911857262947,0.0006
1025,0.002407154766842723,0.03870559483766556,0.0,0.012518589952927194,0.0006
1050,0.002317975275218487,0.038271818310022354,0.0,0.012270493574706056,0.0006
1075,0.0022327755577862263,0.037775397300720215,0.0,0.012412568855026906,0.0006
1100,0.0022916560992598534,0.03862076252698898,0.0,0.012155103850595903,0.0006
1125,0.0024019326083362103,0.03842110559344292,0.0,0.012337735020495023,0.0006
1150,0.002328624250367284,0.03883923217654228,0.0,0.01237057600735489,0.0006
1175,0.002247647847980261,0.03805529698729515,0.0,0.012155979784046363,0.0006
1200,0.0023247175849974155,0.0382143035531044,0.0,0.011997937971408223,0.0006
1225,0.002167904982343316,0.037771500647068024,0.0,0.011949064335285387,0.0006
1250,0.0021731217857450247,0.03783594071865082,0.0,0.011749202921955026,0.0006
1275,0.0021359240636229515,0.03822432458400726,0.0,0.011673704436120409,0.0006
1300,0.002202791627496481,0.037810519337654114,0.0,0.011770668717358794,0.0006
1325,0.002204321790486574,0.037469979375600815,0.0,0.011915417238969142,0.0006
1350,0.0020852291490882635,0.037611223757267,0.0,0.01157794697265521,0.0006
1375,0.0020298240706324577,0.037783198058605194,0.0,0.011558181341150482,0.0006
1400,0.0020449969451874495,0.037445709109306335,0.0,0.011539600753720547,0.0006
1425,0.0021208568941801786,0.0369274877011776,0.0,0.011435778737565582,0.0006
1450,0.0020354592707008123,0.03690062463283539,0.0,0.011362236332292715,0.0006
1475,0.0019746976904571056,0.03779204934835434,0.0,0.011382130374834506,0.0006
1500,0.002007279545068741,0.03763950988650322,0.0,0.011382396995270121,0.0006
1525,0.001983093097805977,0.037807364016771317,0.0,0.01129338466735163,0.0006
1550,0.0019722366705536842,0.03709343448281288,0.0,0.011158696927919499,0.0006
1575,0.001953335013240576,0.03774671629071236,0.0,0.01103191878730974,0.0006
1600,0.0019306330941617489,0.037497155368328094,0.0,0.01116035637706448,0.0006
1625,0.001896064030006528,0.03752326965332031,0.0,0.01109863420423918,0.0006
1650,0.001875453395769,0.0367487296462059,0.0,0.011027467665796903,0.0006
1675,0.0019416379509493709,0.036876384168863297,0.0,0.01106198913519703,0.0006
1700,0.0018727026181295514,0.03671896085143089,0.0,0.011005605048804636,0.0006
1725,0.0018205398228019476,0.03753093630075455,0.0,0.010979785723329593,0.0006
1750,0.0018675988540053368,0.03772762417793274,0.0,0.0109973910456019,0.0006
1775,0.0018909480422735214,0.037579357624053955,0.0,0.010875473522593377,0.0006
1800,0.0019101545913144946,0.03778829798102379,0.0,0.01096978044975171,0.0006
1825,0.0018166719237342477,0.037272896617650986,0.0,0.010925712936616061,0.0006
1850,0.008205438032746315,0.03949221968650818,0.0,0.01180216779728706,0.0006
1875,0.0017864409601315856,0.03728777915239334,0.0,0.010840112325133846,0.0006
1900,0.0018867155304178596,0.03693760931491852,0.0,0.010823670381319785,0.0006
1925,0.0018404724542051554,0.0371452160179615,0.0,0.010919602537201955,0.0006
1950,0.0014614863321185112,0.03662574291229248,0.0,0.010265142042280772,0.0003
1975,0.0014274833956733346,0.03649879992008209,0.0,0.010315319034573604,0.0003
2000,0.0014267816441133618,0.036584094166755676,0.0,0.010264813809880043,0.0003
2025,0.001482464955188334,0.03634605184197426,0.0,0.010308892235721264,0.0003
2050,0.0014374468009918928,0.036851782351732254,0.0,0.010222149892991118,0.0003
2075,0.0014230555389076471,0.03626834973692894,0.0,0.010143820860055407,0.0003
2100,0.0014478614320978522,0.03634147346019745,0.0,0.010285744232959722,0.0003
2125,0.0014323173090815544,0.036538008600473404,0.0,0.010203419720507406,0.0003
2150,0.0015046787448227406,0.03636041283607483,0.0,0.010268890154775601,0.0003
2175,0.0014445724664255977,0.03635551407933235,0.0,0.01017511283057303,0.0003
2200,0.001419125939719379,0.036295272409915924,0.0,0.01022707836692715,0.0003
2225,0.0014243123587220907,0.03602910041809082,0.0,0.010156361320333812,0.0003
2250,0.0014192699454724789,0.03647659346461296,0.0,0.010143462616947424,0.0003
2275,0.0013954194728285074,0.036042287945747375,0.0,0.010150919963478775,0.0003
2300,0.0014063699636608362,0.03652949258685112,0.0,0.01013853887429003,0.0003
2325,0.001438905019313097,0.03675644472241402,0.0,0.010080411595044069,0.0003
2350,0.0013982532545924187,0.03614428639411926,0.0,0.01017957093380052,0.0003
2375,0.0014070839388296008,0.03614367917180061,0.0,0.010159939258156083,0.0003
2400,0.0013966942206025124,0.03606831654906273,0.0,0.010097061705586403,0.0003
2425,0.001403811271302402,0.03651808574795723,0.0,0.00998792529598507,0.0003
2450,0.0014058914966881275,0.03674117103219032,0.0,0.01000664610681711,0.0003
2475,0.0012429889757186174,0.03595630079507828,0.0,0.009847127390503585,0.00015
2500,0.0012177348835393786,0.03603113070130348,0.0,0.00976529539584181,0.00015
2525,0.0012379743857309222,0.03586050122976303,0.0,0.009820221737859831,0.00015
2550,0.0012018077541142702,0.035799793899059296,0.0,0.009920678974297052,0.00015
2575,0.0012116067809984088,0.03585946932435036,0.0,0.009750604142792227,0.00015
2600,0.0012454974930733442,0.03601876646280289,0.0,0.00988817844256337,0.00015
2625,0.0012034116080030799,0.036091260612010956,0.0,0.009820525755490158,0.00015
2650,0.001204276573844254,0.03593597561120987,0.0,0.00979744587277654,0.00015
2675,0.001231909031048417,0.035909105092287064,0.0,0.009772267526379491,0.00015
2700,0.0012110612588003278,0.03607755899429321,0.0,0.009729401201338871,0.00015
2725,0.0012118845479562879,0.03575775772333145,0.0,0.009731199304535384,0.00015
2750,0.0012179350014775991,0.03569686412811279,0.0,0.009818953332663175,0.00015
2775,0.0012045067269355059,0.03578159585595131,0.0,0.009747554218087253,0.00015
2800,0.001210199436172843,0.036260198801755905,0.0,0.009804976876454997,0.00015
2825,0.0012139015598222613,0.035732876509428024,0.0,0.009810954010023467,0.00015
2850,0.0012055375846102834,0.036035388708114624,0.0,0.009747227060479119,0.00015
2875,0.0011878639925271273,0.03576505556702614,0.0,0.009728961458055982,0.00015
2900,0.0012014306848868728,0.03565189242362976,0.0,0.00970870781056401,0.00015
2925,0.001207028399221599,0.03583112731575966,0.0,0.009753219666733306,0.00015
2950,0.0011980278650298715,0.035857267677783966,0.0,0.009840656425673522,0.00015
2975,0.001206682645715773,0.035944316536188126,0.0,0.009796019183882324,0.00015
3000,0.001192358206026256,0.03609500080347061,0.0,0.009690865737887125,0.00015
3025,0.0012005482567474246,0.035800810903310776,0.0,0.009758442971123753,0.00015
3050,0.0011863555992022157,0.035751525312662125,0.0,0.009717293177506681,0.00015
3075,0.0012070857919752598,0.03612259775400162,0.0,0.009635797444198312,0.00015
3100,0.0011781544890254736,0.03567713126540184,0.0,0.009796662012512936,0.00015
3125,0.0011869572335854173,0.03597939386963844,0.0,0.00969539052273726,0.00015
3150,0.0010981435189023614,0.03572016581892967,0.0,0.00962905408726353,7.5e-05
3175,0.0011100720148533583,0.035701170563697815,0.0,0.00952751564513744,7.5e-05
3200,0.0010996684432029724,0.035639893263578415,0.0,0.009510310666891895,7.5e-05
3225,0.0010927114635705948,0.03565205633640289,0.0,0.00957057040054797,7.5e-05
3250,0.0011062052799388766,0.0358729287981987,0.0,0.009624885752337848,7.5e-05
3275,0.0010811019456014037,0.03558139130473137,0.0,0.009621328742951497,7.5e-05
3300,0.00108569604344666,0.035516563802957535,0.0,0.009557129796485916,7.5e-05
3325,0.0011095457011833787,0.03579167276620865,0.0,0.009575445515304518,7.5e-05
3350,0.0010880582267418504,0.03583640232682228,0.0,0.009610196962436802,7.5e-05
3375,0.001089489902369678,0.03551317751407623,0.0,0.00959983226928581,7.5e-05
3400,0.0010931652504950762,0.03546636924147606,0.0,0.009589029433427366,7.5e-05
3425,0.0010924187954515219,0.035451456904411316,0.0,0.00956721008751925,7.5e-05
3450,0.0010925988899543881,0.035544734448194504,0.0,0.00954071731294506,7.5e-05
3475,0.0010864000068977475,0.03560984134674072,0.0,0.009587689618451911,7.5e-05
3500,0.0010938734048977494,0.03581976518034935,0.0,0.009418469366810492,7.5e-05
3525,0.0010891413548961282,0.03569245710968971,0.0,0.009486746248448343,7.5e-05
3550,0.0011044124839827418,0.035878971219062805,0.0,0.009648826032928243,7.5e-05
3575,0.0010880886111408472,0.035736653953790665,0.0,0.009598089247128152,7.5e-05
3600,0.0010865883668884635,0.03533724322915077,0.0,0.009542655223979122,7.5e-05
3625,0.0010746023617684841,0.035556867718696594,0.0,0.009530891749674145,7.5e-05
3650,0.0010806168429553509,0.035828690975904465,0.0,0.009508722190541994,7.5e-05
3675,0.001083785085938871,0.035757534205913544,0.0,0.009474191235248116,7.5e-05
3700,0.0010826345533132553,0.03576834499835968,0.0,0.009574653357170965,7.5e-05
3725,0.0010866851080209017,0.03549698367714882,0.0,0.00946588001831508,7.5e-05
3750,0.0010737867560237646,0.03567440062761307,0.0,0.009502963581262203,7.5e-05
3775,0.001072848099283874,0.03560226410627365,0.0,0.009464242896315462,7.5e-05
3800,0.001120700966566801,0.035971008241176605,0.0,0.009556808436786727,7.5e-05
3825,0.0010764541802927852,0.0356314554810524,0.0,0.00954458686286981,7.5e-05
3850,0.0010392875410616398,0.03552163764834404,0.0,0.009502134591596953,3.75e-05
3875,0.0010497189359739423,0.03555696830153465,0.0,0.009504341664058195,3.75e-05
3900,0.0010410562390461564,0.03549639880657196,0.0,0.009496531841102947,3.75e-05
3925,0.0010349515359848738,0.03566098213195801,0.0,0.009510982568662214,3.75e-05
3950,0.0010267773177474737,0.03565042465925217,0.0,0.009482142402468433,3.75e-05
3975,0.001033271662890911,0.03564368560910225,0.0,0.00953251173525074,3.75e-05
4000,0.0010320566361770034,0.0356847308576107,0.0,0.00946192955940613,3.75e-05
4025,0.0010288148187100887,0.03560803458094597,0.0,0.009446114353832516,3.75e-05
4050,0.0010363954352214932,0.035708289593458176,0.0,0.009459519445531092,3.75e-05
4075,0.001014922047033906,0.03564554452896118,0.0,0.009508982849548995,1.875e-05
4100,0.001012852182611823,0.03561042994260788,0.0,0.009406300935525908,1.875e-05
4125,0.0010068340925499797,0.03568194806575775,0.0,0.009384824811102352,1.875e-05
4150,0.0010088341077789664,0.03572123870253563,0.0,0.009455508101265029,1.875e-05
4175,0.0010064922971650958,0.03563595935702324,0.0,0.00944570881300278,1.875e-05
4200,0.0010088138515129685,0.03558621183037758,0.0,0.009448904664358174,1.875e-05
4225,0.0010075268801301718,0.035562314093112946,0.0,0.009394435797728768,1.875e-05
4250,0.0010099818464368582,0.03551395982503891,0.0,0.009472582714673676,1.875e-05
4275,0.001016605063341558,0.03561321645975113,0.0,0.009450929674568244,1.875e-05
4300,0.0010001194896176457,0.03559715300798416,0.0,0.009317867560141784,1e-05
4325,0.0009987513767555356,0.03555184602737427,0.0,0.009354781649496656,1e-05
4350,0.0010004237992689013,0.03556705266237259,0.0,0.009448049552576516,1e-05
4375,0.0009972304105758667,0.035613175481557846,0.0,0.009449885415011792,1e-05
4400,0.0009994215797632933,0.03562561050057411,0.0,0.009491787367550708,1e-05
4425,0.0009939741576090455,0.03560362756252289,0.0,0.00931622547870292,1e-05
4450,0.0009935320122167468,0.03552316129207611,0.0,0.00944349312505449,1e-05
4475,0.0009957249276340008,0.03559252992272377,0.0,0.009432540161103583,1e-05
4500,0.0010014057625085115,0.035561975091695786,0.0,0.009457619673090467,1e-05
4525,0.0009956186404451728,0.03556692227721214,0.0,0.009455400475960789,1e-05
4550,0.0009991819970309734,0.0355919674038887,0.0,0.009399089148973347,1e-05
4575,0.0009998242603614926,0.03554010018706322,0.0,0.00931043510502906,1e-05
4600,0.0009961769683286548,0.03548981994390488,0.0,0.00941383762859322,1e-05
