run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity
D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_bin_diag_20260609_073514_utc,D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_bin_diag,enhanced,grouped_heads,66,320,0.075,0.0006,5925,0.034314241260290146,0.5036284923553467,1.656609296798706,0.021880537271499634,0.015752246603369713,0.01647765003144741,0.05945300707235359,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.029472595453262328,5.06442403793335,0.09327175468206406,0.9489063024520874,9.401405334472656,5.080995559692383,0.9149045348167419,4.1849870681762695,2.189054489135742,0.9624682664871216
