relative_angle_A3_S3_category,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures,angle_pair
aligned_or_anti_aligned,1665,0.03219911456108093,0.08776539266109466,0.9392045140266418,1.109064483642578,99,22,A3_S3
anti_aligned,1211,0.032700564712285995,0.08207882195711136,0.9376894235610962,1.121865451335907,60,8,A3_S3
oblique,1949,0.03708267584443092,0.08330217450857161,0.8637768030166626,1.2460106372833253,292,28,A3_S3
orthogonal,833,0.03565893694758415,0.08209566622972488,0.8431980609893799,1.2165179014205934,134,10,A3_S3
,371,0.028217140585184097,0.09116952493786812,0.8027493953704834,1.1403533816337585,32,5,B2_S3
,355,0.02721230313181877,0.0721751168370247,0.8131499290466309,1.1199003100395204,7,6,B2_S3
,3443,0.03648316487669945,0.08533846139907834,0.943750262260437,1.224968898296356,466,43,B2_S3
,1489,0.03239280730485916,0.08102621883153914,0.8999806046485901,1.1577677249908447,80,14,B2_S3
