active_probe_id,proposal_mode,sweep_label,sampling_relative_angle_bin,nn_distance_12d,overall_abs_error,weighted_abs_error,failure_class,C1_abs_error,C3_abs_error,A1_vector_error,B2_vector_error,A2_vector_error,S3_vector_error,A3_vector_error,true_S3_amp,true_A3_amp,true_B2_amp,relative_angle_A3_S3,relative_angle_B2_S3,relative_angle_A3_S3_category,relative_angle_B2_S3_category
active_probe_03671,genetic_algorithm,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:orthogonal;A3_S3:oblique,1.0388349294662476,24.880966186523438,0.35496535897254944,coverage_limited_sparse_failure,16.133346557617188,0.07231369614601135,52.17303466796875,0.4112146198749542,0.3160800635814667,85.83173370361328,69.71145629882812,97.95726776123047,100.0,2.9326388835906982,22.914806860252526,80.10522261761753,oblique,orthogonal
active_probe_04470,genetic_algorithm,coupled_full_random,A1_S3:orthogonal;B2_S3:aligned_or_anti_aligned;A3_S3:orthogonal,1.057387351989746,21.79218101501465,0.33579397201538086,coverage_limited_sparse_failure,9.702430725097656,0.008636951446533203,51.230018615722656,1.4865527153015137,0.7580568790435791,66.10209655761719,64.96304321289062,66.71705627441406,98.6149673461914,2.8556766510009766,-106.19107266034331,-0.5219802022021724,orthogonal,aligned_or_anti_aligned
active_probe_02995,genetic_algorithm,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:oblique;A3_S3:orthogonal,1.1326509714126587,21.892379760742188,0.32521525025367737,coverage_limited_sparse_failure,13.466361999511719,0.017044764012098312,34.096981048583984,0.8052330613136292,1.3146475553512573,76.48973846435547,85.56025695800781,91.29177856445312,100.0,3.0,101.81653362688212,-50.07321255235115,orthogonal,oblique
active_probe_03382,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,0.9505802989006042,17.41953468322754,0.2555925250053406,mixed_failure,19.985122680664062,0.09759069234132767,40.98628234863281,0.582168698310852,0.38665857911109924,70.29872131347656,34.432430267333984,94.04673767089844,94.2735595703125,2.939175844192505,-0.913994850686322,45.752294317549854,aligned_or_anti_aligned,oblique
active_probe_00240,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:orthogonal,0.94593745470047,17.402467727661133,0.2526756823062897,mixed_failure,12.37247085571289,0.02764817327260971,24.44980239868164,0.5005170702934265,0.870280385017395,64.35171508789062,54.787540435791016,92.08023071289062,97.57027435302734,2.8196115493774414,74.1965109141118,-67.53304826186566,orthogonal,orthogonal
active_probe_04766,high_amp_alignment,coupled_full_random,A1_S3:orthogonal;B2_S3:oblique;A3_S3:anti_aligned,1.1071375608444214,13.95123291015625,0.20521986484527588,coverage_limited_sparse_failure,14.905265808105469,0.05167989432811737,31.3736572265625,0.6223094463348389,0.22723518311977386,58.9244499206543,20.058198928833008,95.04039764404297,95.31614685058594,2.532637357711792,-169.3546100251482,47.28016913725139,anti_aligned,oblique
active_probe_03835,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:anti_aligned,1.1972055435180664,13.246773719787598,0.20426097512245178,coverage_limited_sparse_failure,6.197723388671875,0.0022280998528003693,23.592172622680664,0.6940444707870483,0.6654512882232666,33.05632400512695,70.28726959228516,91.2057876586914,93.51325988769531,3.000000238418579,-172.56772799201605,-81.96798771155778,anti_aligned,orthogonal
active_probe_00323,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,1.0449870824813843,12.717949867248535,0.18348351120948792,coverage_limited_sparse_failure,8.917694091796875,0.0341268926858902,32.04826736450195,0.1704910844564438,0.41047051548957825,37.36722946166992,41.3914794921875,92.16560363769531,96.04625701904297,2.9662787914276123,8.775636489097792,52.52729755175608,aligned_or_anti_aligned,oblique
active_probe_00865,high_amp_bridge,coupled_full_random,A1_S3:orthogonal;B2_S3:oblique;A3_S3:anti_aligned,0.9727994799613953,12.31185531616211,0.18216615915298462,mixed_failure,3.72698974609375,0.03161311149597168,35.838993072509766,0.37555238604545593,0.43674156069755554,45.25870895385742,36.85671615600586,93.96627044677734,92.71240234375,2.888094425201416,-170.84507503073544,31.887352267021924,anti_aligned,oblique
active_probe_04537,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:oblique,1.042403221130371,11.115521430969238,0.17650213837623596,coverage_limited_sparse_failure,3.7854232788085938,0.0005961470305919647,25.402475357055664,0.9957436323165894,0.2532820701599121,33.341190338134766,32.60963821411133,94.71400451660156,75.48303985595703,3.0,138.34864264906292,-143.99452417910993,oblique,oblique
active_probe_01327,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:oblique,1.1176365613937378,12.047859191894531,0.17394669353961945,coverage_limited_sparse_failure,7.639129638671875,0.007005292922258377,19.64083480834961,0.3413890600204468,0.34670504927635193,46.647125244140625,39.025184631347656,100.00000762939453,100.0,2.7708795070648193,31.79858306575943,-121.88221263003746,oblique,oblique
active_probe_03578,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,1.0575170516967773,9.496935844421387,0.16918568313121796,coverage_limited_sparse_failure,5.654624938964844,0.028647080063819885,24.917362213134766,1.3058161735534668,0.37833771109580994,9.823893547058105,48.636207580566406,92.78763580322266,95.81564331054688,2.733954429626465,-5.768257623971948,36.382384808920165,aligned_or_anti_aligned,oblique
active_probe_01163,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:aligned_or_anti_aligned,0.9273972511291504,11.58362865447998,0.16901107132434845,mixed_failure,14.059551239013672,0.0049642473459243774,32.98409652709961,0.39850062131881714,0.223250150680542,51.566200256347656,13.600071907043457,93.40066528320312,90.85298156738281,2.8801915645599365,6.314731150350553,101.58864692365705,aligned_or_anti_aligned,orthogonal
active_probe_00385,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:anti_aligned,1.0827113389968872,11.639891624450684,0.16788822412490845,coverage_limited_sparse_failure,9.242362976074219,0.03757661581039429,23.563613891601562,0.33502861857414246,0.0879235565662384,46.820438385009766,33.961666107177734,90.0461654663086,98.39615631103516,2.9104483127593994,-168.58602845281865,75.77413964570894,anti_aligned,orthogonal
