sweep_label,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures
coupled_full_random,4765,0.03269672393798828,0.08614277094602585,0.8813905715942383,1.1081297159194947,347,50
coupled_sparse_random,35,0.025152286514639854,0.06515476778149604,0.7458609938621521,0.8715882658958434,0,0
