run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,torch_seed,batch_size,shuffle_batches,eval_batch_size,predict_batch_size,component_loss_kind,grad_clip_norm,lr_scheduler,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_v13_1m_d66_seed7_20260615_042743_utc,D66_grouped_width320_lr6e-4_dropout0.075_v13_1m_d66_seed7,enhanced,grouped_heads,66,320,0.075,0.0006,7,65536,True,65536,65536,smooth_l1,1.0,plateau,1880,0.0015351332258433104,0.4051459729671478,1.1815333366394043,0.005210573785007,0.005647146608680487,0.005837461911141872,0.012576390026195788,False,08c72ebb7941244c8420ac4c88dd96676dac16288e3bf395e08e67529a9de2ad,enhanced_v9_gap250k,983554,0.0067406418733298775,1.235501766204834,0.021989336237311363,0.9971554279327393,0.9313353300094604,1.1064831018447876,0.9959075450897217,1.0520926713943481,0.5588777661323547,0.9973904490470886,13376,0.8763957619667053,-0.4801700711250305,0.9737188216854337,0.34245002269744873,1.3487205505371094
