run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,torch_seed,batch_size,shuffle_batches,component_loss_kind,grad_clip_norm,lr_scheduler,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_s3tail60k_plateau_clip_smoothl1_s3metric_audit_seed23_20260611_190410_utc,D66_grouped_width320_lr6e-4_dropout0.075_s3tail60k_plateau_clip_smoothl1_s3metric_audit_seed23,enhanced,grouped_heads,66,320,0.075,0.0006,23,0,False,smooth_l1,1.0,plateau,5950,0.020297929644584656,0.38057753443717957,1.268747329711914,0.018998555839061737,0.01408402156084776,0.013408735394477844,0.05101536841489948,False,e073123a1fac3bca9dbfac0667128f01d89e4f7d336b4cf24fad12c58c43c98d,enhanced_v5_s3_tail60k,41000,0.02581103891134262,4.548437118530273,0.07984599471092224,0.9537790417671204,7.885438919067383,4.476938724517822,0.9260073304176331,3.5195772647857666,1.9669855833053589,0.9678636193275452,289,8.201061248779297,-6.3859076499938965,0.7091327365257067,4.391916751861572,16.94594955444336
