run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae
D66_grouped_width256_lr4e-4_dropout0.10_targeted25k_20260607_052920_utc,D66_grouped_width256_lr4e-4_dropout0.10_targeted25k,enhanced,grouped_heads,66,256,0.1,0.0004,7600,0.03517371788620949,0.6146265268325806,1.7659910917282104,0.0226484052836895,0.01651361770927906,0.028299709782004356,0.05997195808002009,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.030088317394256592
