run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae
D66_grouped_width256_lr6e-4_dropout0.075_targeted25k_20260607_051606_utc,D66_grouped_width256_lr6e-4_dropout0.075_targeted25k,enhanced,grouped_heads,66,256,0.075,0.0006,5950,0.03442898392677307,0.575894296169281,1.726905107498169,0.022499388083815575,0.016561642289161682,0.028066473081707954,0.05934197951752979,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.02990572638809681
