epoch,train_loss,validation_loss,train_weighted_mse,validation_weighted_mse,blind_weighted_mse,stress_weighted_mse,train_parent_weighted_mse,train_training_only_weighted_mse,train_component_loss,validation_component_loss,train_component_smoothl1,validation_component_smoothl1,train_s3_magnitude_loss,train_residual_penalty,train_total_objective,train_total_objective_loss,train_epoch_objective_loss,learning_rate
1,0.7511437326164419,0.48630058765411377,0.7511437326164419,0.48630058765411377,0.6097162961959839,0.7748363018035889,0.7825255990028381,0.750856507352258,0.4755761317786829,0.33887240290641785,0.4755761317786829,0.33887240290641785,0.0,0.0006908495865791967,0.47626698136526213,0.47626698136526213,0.6595614297199001,0.0006
10,0.06604091724201949,0.04365289956331253,0.06604091724201949,0.04365289956331253,0.049530547112226486,0.05358779802918434,0.07610262185335159,0.06594882717941937,0.07064727754955781,0.049384262412786484,0.07064727754955781,0.049384262412786484,0.0,0.001946712266661958,0.07259398981621977,0.07259398981621977,0.10945079043704606,0.0006
20,0.034775126362618085,0.022261781617999077,0.034775126362618085,0.022261781617999077,0.025850165635347366,0.02768508531153202,0.04229990765452385,0.03470625492647907,0.04234461815268084,0.028540030121803284,0.04234461815268084,0.028540030121803284,0.0,0.001604145643157218,0.04394876379583806,0.04394876379583806,0.07558306363262324,0.0006
30,0.024214733682124828,0.015498505905270576,0.024214733682124828,0.015498505905270576,0.018324509263038635,0.018730107694864273,0.029655318707227707,0.024164938902094167,0.03170615685432887,0.021326139569282532,0.03170615685432887,0.021326139569282532,0.0,0.0013521636271039456,0.03305832048143282,0.03305832048143282,0.06080226313472957,0.0006
40,0.018263607710313212,0.011725147254765034,0.018263607710313212,0.011725147254765034,0.01402530912309885,0.014144559390842915,0.022580891847610474,0.01822409374191355,0.0252417361058023,0.016975071281194687,0.0252417361058023,0.016975071281194687,0.0,0.0011488972327298246,0.026390633338532126,0.026390633338532126,0.05160463667044308,0.0006
50,0.014367267336143895,0.009274464100599289,0.014367267336143895,0.009274464100599289,0.01108982041478157,0.011182386428117752,0.017993401736021042,0.014334079002116662,0.020764454787046978,0.013958385214209557,0.020764454787046978,0.013958385214209557,0.0,0.0010276938929109968,0.021792148679957976,0.021792148679957976,0.045181421797568594,0.0006
60,0.011937847955968037,0.0077654337510466576,0.011937847955968037,0.0077654337510466576,0.009215344674885273,0.009372852742671967,0.014893410727381706,0.011910797357480497,0.017905992513659055,0.012030319310724735,0.017905992513659055,0.012030319310724735,0.0,0.0009314053414729804,0.018837397855132037,0.018837397855132037,0.0405985691539897,0.0006
70,0.010129452752582651,0.006662909407168627,0.010129452752582651,0.006662909407168627,0.0078061772510409355,0.008111179806292057,0.012725126929581165,0.010105695773963867,0.015645550206323775,0.010533946566283703,0.015645550206323775,0.010533946566283703,0.0,0.0008535066363758174,0.016499056842699592,0.016499056842699592,0.0369363145598959,0.0006
80,0.00897558514167567,0.005888365674763918,0.00897558514167567,0.005888365674763918,0.00679935934022069,0.007232977543026209,0.011213802732527256,0.008955099887720246,0.014041054483008323,0.009479038417339325,0.014041054483008323,0.009479038417339325,0.0,0.000803575257309935,0.014844629740318258,0.014844629740318258,0.034143360936082105,0.0006
90,0.007834128251280638,0.005265139974653721,0.007834128251280638,0.005265139974653721,0.0060021826066076756,0.006394082680344582,0.009945430792868137,0.007814804588413963,0.012620269643911879,0.008570242673158646,0.012620269643911879,0.008570242673158646,0.0,0.0007646964185082735,0.013384966062420152,0.013384966062420152,0.031880375122513994,0.0006
