split,row_key,row_index,sweep_label,dataset_version,nn_distance_12d,overall_abs_error,weighted_abs_error,C1_abs_error,C3_abs_error,A1_vector_error,B2_vector_error,A2_vector_error,S3_vector_error,A3_vector_error,true_S3_amp,true_A3_amp,true_B2_amp,relative_angle_A3_S3,relative_angle_B2_S3,nn_distance_quartile
stress,1a8e9b5835b6a7e7a2f9,532568,coupled_full_random,enhanced_v12_benchmark_v2,0.7616051435470581,11.475651741027832,0.15624064207077026,1.0980758666992188,0.05933558940887451,13.503540313119107,0.10304150772956455,0.7371899338412612,77.70246608507132,5.359519874810865,86.66679909956383,72.95136537292399,2.9047428868606815,130.38939583713278,130.76394099297136,q4_farthest
blind,cbbf02896aeeeff408ea,560279,coupled_full_random,enhanced_v12_benchmark_v2,0.5900968909263611,9.786884307861328,0.13274937868118286,0.8942642211914062,0.0024851560592651367,13.096957510167014,0.12596083822913162,0.3387865626679131,65.30532357349372,3.812326734558599,94.51178648134669,77.36670588364987,2.9340560132908426,85.07607984497321,-159.48894259162904,q4_farthest
stress,5e8019897ae2dfb72934,512461,coupled_C1_C3_A2_random,enhanced_v12_benchmark_v2,0.10142531245946884,8.159285545349121,0.11941834539175034,89.8369140625,0.42748212814331055,0.1027071612697013,0.013334909973595847,1.286248648966854,1.833975764912679,2.9559001798272497,0.0,0.0,0.0,0.0,0.0,q3
stress,7c9977fcb1b4ec714ec6,568065,coupled_full_random,enhanced_v12_benchmark_v2,0.6450619101524353,7.398733139038086,0.10470189899206161,8.499839782714844,0.027749180793762207,7.630748334103983,0.23211322309550314,0.33209025689586885,41.43220203066124,8.776987674342324,60.6305284267558,65.7943019891992,1.6583146019425072,-114.0635140720546,27.928805554431392,q4_farthest
stress,374c1c03b680e0d9459d,568949,coupled_full_random,enhanced_v12_benchmark_v2,0.877260148525238,6.70996618270874,0.10111521184444427,2.6731948852539062,0.02453254908323288,15.980231302410623,0.29774175657347834,0.4871814151997737,30.89585090465491,19.098161657208852,79.52548695018828,59.78510652023682,2.5067332622130594,77.5134097859605,103.25642545422306,q4_farthest
stress,a1eccd0a9035bae35eb8,549634,coupled_full_random,enhanced_v12_benchmark_v2,0.6358569264411926,6.832084655761719,0.09797853976488113,8.109375,0.030452847480773926,9.133444637210836,0.19315948426869708,0.44234392515819065,35.16268499607519,10.291550610079511,73.50629892572128,93.89655938678118,1.747720937840992,-137.74102178116385,-171.72670598751364,q4_farthest
blind,0ceeabac095b264b7ef9,520216,coupled_full_random,enhanced_v12_benchmark_v2,0.6873683333396912,6.648403167724609,0.09366700053215027,8.519699096679688,0.025827035307884216,13.927609068335537,0.1748167778985541,0.11746079351750986,32.84861446326337,4.171392052160507,77.9006237588343,73.67664927995976,2.203291366144238,-152.77861715830943,-9.889404911837232,q4_farthest
blind,10db35f953d0ce332d77,554989,coupled_full_random,enhanced_v12_benchmark_v2,0.6626161336898804,6.211227893829346,0.09023123979568481,7.493003845214844,0.038313865661621094,9.068533510589488,0.2871347042642219,0.2025163120188435,39.82229943033815,3.010813125402435,97.81515428199803,78.06331313156447,1.4862328545271202,68.95934473572149,107.46274160172595,q4_farthest
stress,971d72ce615c22534285,556022,coupled_sparse_random,enhanced_v12_benchmark_v2,0.4485674202442169,6.548547267913818,0.08969566226005554,22.49102783203125,0.08085060119628906,5.1684145469022695,0.15448004766274154,0.048357370727133545,40.79696963448663,1.0810180438277661,96.81543895820793,0.0,0.9781457601024209,-168.92103329752965,-46.004283579135944,q4_farthest
blind,86564ab955e18b7b781c,524331,coupled_full_random,enhanced_v12_benchmark_v2,0.530093789100647,6.496849536895752,0.08879417926073074,7.134855270385742,0.047554731369018555,5.475728001970184,0.11533035244385802,0.1351996760928572,41.24146289230113,3.3760297010017144,37.21882596791622,28.886658639792895,2.7271378134634454,-51.48549586998158,28.547586454578493,q4_farthest
stress,7c5e972e6b173bc803d7,572275,coupled_full_random,enhanced_v12_benchmark_v2,0.6827608346939087,5.773777484893799,0.08867933601140976,12.211593627929688,0.04735004901885986,3.989530535887284,0.22967892729513414,1.9573519966656687,24.073570417950528,11.935999017773591,35.03906604560505,53.87120745696872,0.8708670796833727,41.92837789711922,-120.55698121018546,q4_farthest
blind,ae3edac906bdc8d85a92,514478,coupled_full_random,enhanced_v12_benchmark_v2,0.7579256296157837,6.341272354125977,0.08590523153543472,1.6797981262207031,0.006942152976989746,7.476068879250956,0.09742677079902311,0.1932177055725941,41.60881799414489,4.071459876113742,83.93491045832486,89.63635607051796,2.959067596000465,-85.81445631029715,25.849760961864177,q4_farthest
blind,0f86757dfbec5cab4564,564518,coupled_sparse_random,enhanced_v12_benchmark_v2,0.4702514111995697,5.881381511688232,0.08433295041322708,4.560532569885254,0.019169151782989502,12.567872433973736,0.11695559825428103,0.14135635846227426,21.092739264812053,17.818212670048776,51.15977711084672,78.65374420010322,2.56105149076286,14.683543258396952,159.4742739025956,q4_farthest
