run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae
D66_grouped_width192_lr6e-4_dropout0.075_targeted25k_20260607_050604_utc,D66_grouped_width192_lr6e-4_dropout0.075_targeted25k,enhanced,grouped_heads,66,192,0.075,0.0006,5825,0.03508413955569267,0.6968739032745361,1.890430212020874,0.024006908759474754,0.018008898943662643,0.02944943495094776,0.06098068361242231,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,parent_cached_dataset,25000,0.0312192939221859
