sweep_label,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures
coupled_full_random,5981,0.03452911972999573,0.08172029256820679,0.9097276329994202,1.1146470308303833,487,165
coupled_sparse_random,14,0.032012950628995895,0.07761428393423557,0.8147239983081818,0.9590934604406357,1,0
