active_run,active_probe_id,sweep_label,proposal_mode,v15_failure_class,v15_weighted_abs_error,v13_weighted_abs_error,delta_weighted_abs_error,ratio_weighted_abs_error,v15_overall_abs_error,v13_overall_abs_error,delta_overall_abs_error,ratio_overall_abs_error,v15_C1_abs_error,v13_C1_abs_error,delta_C1_abs_error,ratio_C1_abs_error,v15_C3_abs_error,v13_C3_abs_error,delta_C3_abs_error,ratio_C3_abs_error,v15_A1_vector_error,v13_A1_vector_error,delta_A1_vector_error,ratio_A1_vector_error,v15_B2_vector_error,v13_B2_vector_error,delta_B2_vector_error,ratio_B2_vector_error,v15_A2_vector_error,v13_A2_vector_error,delta_A2_vector_error,ratio_A2_vector_error,v15_S3_vector_error,v13_S3_vector_error,delta_S3_vector_error,ratio_S3_vector_error,v15_A3_vector_error,v13_A3_vector_error,delta_A3_vector_error,ratio_A3_vector_error
v13_active_12d_hole_search_v2_focused_sparse_20260618_030707_utc,active_probe_03155,coupled_full_random,genetic_algorithm,mixed_failure,0.24230027198791504,0.1515306830406189,0.09076958894729614,1.5990178828862316,16.034645080566406,10.203452110290527,5.831192970275879,1.5714921682628298,10.811164855957031,6.0319061279296875,4.779258728027344,1.7923297588962503,0.039903029799461365,0.030910953879356384,0.00899207592010498,1.290902569852762,39.80219650268555,26.579442977905273,13.222753524780273,1.4974804602102447,0.6914771199226379,0.40078943967819214,0.2906876802444458,1.7252877732453458,0.8091924786567688,0.3731854557991028,0.436007022857666,2.1683387336841498,47.380836486816406,44.050262451171875,3.3305740356445312,1.0756084947129736,47.40972900390625,13.406633377075195,34.003095626831055,3.536288915379381
v13_active_12d_hole_search_expanded_cycle02_20260618_185259_utc,active_probe_02995,coupled_full_random,genetic_algorithm,coverage_limited_sparse_failure,0.24103154242038727,0.32521525025367737,-0.0841837078332901,0.74114464875917,15.341961860656738,21.892379760742188,-6.550417900085449,0.7007900478763036,11.565803527832031,13.466361999511719,-1.9005584716796875,0.8588662274377742,0.06585849821567535,0.017044764012098312,0.04881373420357704,3.863855091741325,6.019467830657959,34.096981048583984,-28.077513217926025,0.17653961276163896,1.332222580909729,0.8052330613136292,0.5269895195960999,1.654455889747482,0.809098482131958,1.3146475553512573,-0.5055490732192993,0.6154489686901499,41.72514343261719,76.48973846435547,-34.76459503173828,0.5454998836485926,78.86285400390625,85.56025695800781,-6.6974029541015625,0.9217229682072065
v13_active_12d_hole_search_expanded_cycle03_20260618_190539_utc,active_probe_03840,coupled_full_random,genetic_algorithm,coverage_limited_sparse_failure,0.23148983716964722,0.12789282202720642,0.1035970151424408,1.8100299414802403,14.5662202835083,8.10732364654541,6.458896636962891,1.796674330340207,52.33217239379883,15.624801635742188,36.70737075805664,3.3493015536330053,0.288058876991272,0.05126845836639404,0.23679041862487793,5.618637387780157,12.635342597961426,9.210724830627441,3.4246177673339844,1.371807629725998,0.9517238736152649,0.6265995502471924,0.3251243233680725,1.518870981059293,2.4365012645721436,0.9768608212471008,1.4596404433250427,2.494215359626774,55.11215591430664,38.958587646484375,16.153568267822266,1.4146343397866983,27.83376121520996,12.379074096679688,15.454687118530273,2.248452590058858
v13_active_12d_hole_search_v3_high_amp_alignment_20260618_031730_utc,active_probe_03091,coupled_full_random,high_amp_alignment,coverage_limited_sparse_failure,0.22781091928482056,0.1759246587753296,0.05188626050949097,1.2949345524992835,15.219706535339355,11.538986206054688,3.680720329284668,1.3189812574135271,5.36083984375,3.03240966796875,2.32843017578125,1.7678481573173923,0.05546031892299652,0.0687364786863327,-0.013276159763336182,0.8068542349409592,40.47677230834961,32.42100524902344,8.055767059326172,1.2484736977601527,0.4732438325881958,0.5238077044487,-0.05056387186050415,0.903468636617856,0.4080689251422882,0.6188428997993469,-0.21077397465705872,0.6594063295783148,51.95625686645508,55.642112731933594,-3.6858558654785156,0.933757801698943,48.59238052368164,30.913244247436523,17.679136276245117,1.5718952088864357
v13_active_12d_hole_search_v2_focused_sparse_20260618_030707_utc,active_probe_03666,coupled_full_random,genetic_algorithm,mixed_failure,0.2260611653327942,0.13917098939418793,0.08689017593860626,1.624341152684476,15.264765739440918,9.51884937286377,5.745916366577148,1.6036356014790552,9.906814575195312,3.438262939453125,6.4685516357421875,2.881342919273954,0.03216777741909027,0.024008437991142273,0.008159339427947998,1.339852989642988,36.10132598876953,24.555028915405273,11.546297073364258,1.4702212778141088,0.5993605256080627,0.3013983368873596,0.2979621887207031,1.9885993127827355,0.5759241580963135,0.24190650880336761,0.33401764929294586,2.3807716499453524,45.69816970825195,41.64497375488281,4.053195953369141,1.0973273744203984,47.30312728881836,12.170808792114258,35.1323184967041,3.8866050807952157
v13_active_12d_hole_search_20260617_215931_utc,active_probe_02667,coupled_full_random,genetic_algorithm,dense_model_feature_loss_failure,0.22415685653686523,,,,14.343472480773926,,,,13.475906372070312,,,,0.00444827601313591,,,,29.285255432128906,,,,0.7888703346252441,,,,0.30659952759742737,,,,11.1963472366333,,,,80.23094177246094,,,
v13_active_12d_hole_search_20260618_025610_utc,active_probe_02667,coupled_full_random,genetic_algorithm,dense_model_feature_loss_failure,0.22415685653686523,0.16330572962760925,0.06085112690925598,1.372620893633166,14.343472480773926,9.721510887145996,4.62196159362793,1.4754365496559998,13.475906372070312,3.9903488159179688,9.485557556152344,3.377124906552867,0.00444827601313591,0.025946002453565598,-0.021497726440429688,0.1714435979529714,29.285255432128906,10.178152084350586,19.10710334777832,2.877266441828516,0.7888703346252441,0.9641483426094055,-0.17527800798416138,0.8182043154170833,0.30659952759742737,0.32711493968963623,-0.020515412092208862,0.9372837813165192,11.1963472366333,2.4894471168518066,8.706900119781494,4.497523631187786,80.23094177246094,69.99137878417969,10.23956298828125,1.146297489293006
v13_active_12d_hole_search_v2_focused_sparse_20260618_030707_utc,active_probe_00707,coupled_full_random,genetic_algorithm,mixed_failure,0.22372198104858398,0.13580015301704407,0.08792182803153992,1.6474354120978418,14.783233642578125,9.140698432922363,5.642535209655762,1.6172980381163053,10.141571044921875,5.9041595458984375,4.2374114990234375,1.717699355188856,0.03677360713481903,0.0309440940618515,0.005829513072967529,1.1883885519904192,36.40827941894531,23.410640716552734,12.997638702392578,1.5552021774954012,0.6289414167404175,0.3664591908454895,0.262482225894928,1.716265910235005,0.8140653967857361,0.3577255308628082,0.45633986592292786,2.2756703856788443,42.635841369628906,40.01823043823242,2.6176109313964844,1.0654104617503448,44.498329162597656,11.869672775268555,32.6286563873291,3.74890951124732
v13_active_12d_hole_search_expanded_cycle02_20260618_185259_utc,active_probe_03671,coupled_full_random,genetic_algorithm,coverage_limited_sparse_failure,0.2219596952199936,0.35496535897254944,-0.13300566375255585,0.6252995950434657,14.89474868774414,24.880966186523438,-9.986217498779297,0.5986402849504998,8.168708801269531,16.133346557617188,-7.964637756347656,0.5063245106708975,0.026969846338033676,0.07231369614601135,-0.045343849807977676,0.3729562693570223,38.229034423828125,52.17303466796875,-13.944000244140625,0.7327354957808992,0.6139203310012817,0.4112146198749542,0.20270571112632751,1.4929438335338565,0.47570234537124634,0.3160800635814667,0.15962228178977966,1.5050058519386451,49.40262222290039,85.83173370361328,-36.42911148071289,0.5755752574390872,41.80826187133789,69.71145629882812,-27.903194427490234,0.599733015074607
v13_active_12d_hole_search_expanded_cycle01_20260618_184220_utc,active_probe_03026,coupled_full_random,genetic_algorithm,coverage_limited_sparse_failure,0.21240194141864777,0.14354678988456726,0.0688551515340805,1.4796704376980507,14.965102195739746,10.131814956665039,4.833287239074707,1.4770406151066955,28.136268615722656,17.355667114257812,10.780601501464844,1.6211574254387777,0.09778761863708496,0.06853914260864258,0.029248476028442383,1.4267412009433897,20.152063369750977,16.79252052307129,3.3595428466796875,1.2000618574242028,0.3015887439250946,0.2771884799003601,0.024400264024734497,1.0880276988188888,1.4173195362091064,0.7236891984939575,0.6936303377151489,1.9584644059337033,83.73567199707031,62.73060607910156,21.00506591796875,1.3348455758817623,16.360904693603516,12.940780639648438,3.420124053955078,1.2642903970936945
v13_active_12d_hole_search_expanded_cycle04_20260618_191721_utc,active_probe_03325,coupled_full_random,high_amp_oblique,coverage_limited_sparse_failure,0.2104501724243164,0.27765581011772156,-0.06720563769340515,0.7579534256282587,14.275979042053223,19.1632022857666,-4.887223243713379,0.7449683424078164,11.021415710449219,20.833091735839844,-9.811676025390625,0.529034089140438,0.011136457324028015,0.04796810448169708,-0.03683164715766907,0.23216379809790672,36.851810455322266,39.22652816772461,-2.3747177124023438,0.9394614353264062,0.4371398985385895,0.4756002724170685,-0.038460373878479004,0.9191329860199241,0.4964480698108673,0.7370845675468445,-0.24063649773597717,0.6735293230505958,54.45884323120117,68.86241912841797,-14.403575897216797,0.7908354646914696,30.687822341918945,44.64423751831055,-13.956415176391602,0.6873859662029738
v13_active_12d_hole_search_expanded_cycle01_20260618_184220_utc,active_probe_00105,coupled_full_random,genetic_algorithm,coverage_limited_sparse_failure,0.2098507434129715,0.15314927697181702,0.05670146644115448,1.3702365924429982,14.62381649017334,10.823460578918457,3.800355911254883,1.3511220726074504,31.474319458007812,20.170562744140625,11.303756713867188,1.560408594309092,0.11299371719360352,0.07847023010253906,0.03452348709106445,1.4399564910916118,20.302040100097656,17.485464096069336,2.8165760040283203,1.161080997825015,0.3371521830558777,0.28321292996406555,0.053939253091812134,1.190454768779999,1.5423049926757812,0.7743520736694336,0.7679529190063477,1.991736117354523,81.63841247558594,64.11759948730469,17.52081298828125,1.2732605887990298,16.023853302001953,12.235319137573242,3.788534164428711,1.3096391783353294
v13_active_12d_hole_search_v3_high_amp_alignment_20260618_031730_utc,active_probe_02046,coupled_full_random,high_amp_alignment,coverage_limited_sparse_failure,0.20939043164253235,0.22091057896614075,-0.011520147323608398,0.9478515362300775,14.356165885925293,15.461959838867188,-1.1057939529418945,0.9284829371912978,33.59662628173828,22.886322021484375,10.710304260253906,1.4679783955761736,0.0673213005065918,0.10458844900131226,-0.03726714849472046,0.6436781609195402,26.317800521850586,37.70288848876953,-11.385087966918945,0.6980314128900178,0.49480485916137695,0.28485673666000366,0.2099481225013733,1.7370305682886518,0.21325965225696564,0.023784149438142776,0.18947550281882286,8.966461164045661,44.25423049926758,56.7138557434082,-12.459625244140625,0.7803072092204065,28.427242279052734,39.46946334838867,-11.042221069335938,0.7202338179298622
