run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,torch_seed,batch_size,shuffle_batches,component_loss_kind,grad_clip_norm,lr_scheduler,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_structured_width320_lr6e-4_dropout0.075_v10_v9gap250k_seed23_20260614_090413_utc,D66_grouped_structured_width320_lr6e-4_dropout0.075_v10_v9gap250k_seed23,enhanced,grouped_heads_structured,66,320,0.075,0.0006,23,0,False,smooth_l1,1.0,plateau,6000,0.006968896370381117,0.3945627808570862,1.11665678024292,0.011985818855464458,0.009736591018736362,0.008667942136526108,0.031176633516756386,False,e6746ba1d2900bd64f3704ae9187a697ef6f759aa4ca477edee027f127f3738e,enhanced_v9_gap250k,233554,0.01584342010319233,2.683861494064331,0.05301052704453468,0.9630917906761169,4.538015365600586,2.6440563201904297,0.965281069278717,2.184497117996216,1.328661561012268,0.9801769852638245,289,4.707205772399902,-3.6247575283050537,0.8507031123104098,2.4106733798980713,8.389811515808105
