active_probe_id,proposal_mode,sweep_label,sampling_relative_angle_bin,nn_distance_12d,overall_abs_error,weighted_abs_error,failure_class,C1_abs_error,C3_abs_error,A1_vector_error,B2_vector_error,A2_vector_error,S3_vector_error,A3_vector_error,true_S3_amp,true_A3_amp,true_B2_amp,relative_angle_A3_S3,relative_angle_B2_S3,relative_angle_A3_S3_category,relative_angle_B2_S3_category
active_probe_02166,genetic_algorithm,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:orthogonal;A3_S3:aligned_or_anti_aligned,1.154888391494751,15.364336967468262,0.23996931314468384,coverage_limited_sparse_failure,15.150863647460938,0.015149224549531937,15.422142028808594,1.4919794797897339,0.864556074142456,52.54369354248047,67.54589080810547,92.29165649414062,100.0,3.0,0.4537591924222397,91.59347644280354,aligned_or_anti_aligned,orthogonal
active_probe_02018,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:aligned_or_anti_aligned,1.239198923110962,12.110800743103027,0.19026117026805878,coverage_limited_sparse_failure,11.459632873535156,0.013110864907503128,7.780517101287842,1.2609138488769531,0.5427863001823425,41.455360412597656,60.61455154418945,92.29165649414062,95.85917663574219,3.0,-0.10834433348719585,108.099509017777,aligned_or_anti_aligned,orthogonal
active_probe_00590,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:aligned_or_anti_aligned;A3_S3:anti_aligned,1.011202096939087,12.895005226135254,0.18711520731449127,coverage_limited_sparse_failure,4.973197937011719,0.036917973309755325,27.811439514160156,0.3123902976512909,0.2588793933391571,46.0157470703125,33.09908676147461,100.0,93.14744567871094,2.97078537940979,-158.21748050467764,-5.92616372545811,anti_aligned,aligned_or_anti_aligned
active_probe_02690,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:aligned_or_anti_aligned;A3_S3:oblique,1.0119751691818237,13.08725643157959,0.1857539713382721,coverage_limited_sparse_failure,14.535018920898438,0.05695773661136627,21.956254959106445,0.280692994594574,0.13930678367614746,55.493980407714844,34.8285026550293,99.74427032470703,93.88444519042969,2.954749345779419,-61.549066016499125,14.010410687498819,oblique,aligned_or_anti_aligned
active_probe_00052,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:anti_aligned;A3_S3:anti_aligned,0.8911725282669067,11.283764839172363,0.1802508533000946,mixed_failure,3.580718994140625,0.018871884793043137,11.524060249328613,1.148492693901062,0.18559832870960236,54.433223724365234,27.778003692626953,100.0,95.85917663574219,2.8596508502960205,172.64517351270717,166.25818097947166,anti_aligned,anti_aligned
active_probe_02667,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:oblique,1.2837351560592651,9.721510887145996,0.16330572962760925,coverage_limited_sparse_failure,3.9903488159179688,0.025946002453565598,10.178152084350586,0.9641483426094055,0.32711493968963623,2.4894471168518066,69.99137878417969,100.0,95.85917663574219,2.8596508502960205,22.769938907064642,108.09950606639535,oblique,orthogonal
active_probe_00045,genetic_algorithm,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:oblique;A3_S3:oblique,1.147370457649231,10.042433738708496,0.16306577622890472,coverage_limited_sparse_failure,1.9705963134765625,0.007768586277961731,11.650115013122559,0.8977095484733582,0.4922540485858917,22.931461334228516,54.6157112121582,99.74427032470703,93.88444519042969,2.954749345779419,143.37033012945665,-141.0701931665454,oblique,oblique
active_probe_00510,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,0.8113853931427002,10.775215148925781,0.16175265610218048,mixed_failure,11.925468444824219,0.049226462841033936,16.197391510009766,0.563998281955719,0.27826398611068726,45.31449890136719,24.424915313720703,99.88116455078125,98.87960052490234,2.6749465465545654,21.708272905549165,24.119018750569637,aligned_or_anti_aligned,oblique
active_probe_02918,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:aligned_or_anti_aligned;A3_S3:aligned_or_anti_aligned,1.1440436840057373,10.137391090393066,0.16028982400894165,coverage_limited_sparse_failure,2.7682571411132812,0.001198161393404007,24.289892196655273,0.6044666171073914,0.6626062393188477,9.352320671081543,50.035316467285156,100.0,100.0,2.9927611351013184,4.563325000418899,-7.85564560224293,aligned_or_anti_aligned,aligned_or_anti_aligned
active_probe_00643,genetic_algorithm,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:oblique;A3_S3:orthogonal,1.0331469774246216,10.305319786071777,0.16024258732795715,coverage_limited_sparse_failure,9.676918029785156,0.017017602920532227,13.484440803527832,0.7291016578674316,1.2055414915084839,42.690757751464844,29.869403839111328,97.79412841796875,99.65508270263672,2.6900949478149414,106.93974975911442,-155.84075483444235,orthogonal,oblique
active_probe_00604,sobol_lhs,coupled_sparse_random,B2_S3:oblique;A3_S3:orthogonal,0.6959031820297241,10.078171730041504,0.15850380063056946,dense_model_feature_loss_failure,1.7239691019058228,0.021884560585021973,31.265195846557617,0.6993075609207153,0.37776175141334534,34.10456466674805,22.943979263305664,53.34103775024414,96.21273803710938,2.902346134185791,-83.7755713386797,-129.3971106676471,orthogonal,oblique
active_probe_01049,genetic_algorithm,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:oblique;A3_S3:anti_aligned,1.2363464832305908,10.02851390838623,0.15566785633563995,coverage_limited_sparse_failure,5.176033020019531,0.013803552836179733,8.703347206115723,0.8179662227630615,0.2568494975566864,43.865352630615234,32.705753326416016,100.0,100.0,3.0,159.80040786752852,126.19760037037508,anti_aligned,oblique
active_probe_01790,genetic_algorithm,coupled_full_random,A1_S3:orthogonal;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,0.974582314491272,10.06592845916748,0.14954246580600739,coverage_limited_sparse_failure,5.6192779541015625,0.04333619400858879,9.886290550231934,0.4029829502105713,1.0523031949996948,38.33205795288086,32.680721282958984,92.2916488647461,100.0,3.0,18.2241310541971,36.84224186793645,aligned_or_anti_aligned,oblique
active_probe_00945,genetic_algorithm,coupled_full_random,A1_S3:orthogonal;B2_S3:aligned_or_anti_aligned;A3_S3:aligned_or_anti_aligned,1.2094076871871948,9.469047546386719,0.14424045383930206,coverage_limited_sparse_failure,4.7503662109375,0.00033984333276748657,26.80443572998047,0.4197258949279785,0.5603950619697571,25.46725082397461,28.030380249023438,100.0,100.0,2.8322651386260986,-11.868767423204247,-15.279124072464128,aligned_or_anti_aligned,aligned_or_anti_aligned
