run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae
D66_grouped_width384_lr6e-4_dropout0.075_targeted25k_20260607_060416_utc,D66_grouped_width384_lr6e-4_dropout0.075_targeted25k,enhanced,grouped_heads,66,384,0.075,0.0006,5775,0.0356828048825264,0.45948463678359985,1.6401560306549072,0.021626941859722137,0.01542002335190773,0.02741095796227455,0.059643233887707967,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.029403382167220115
