run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity
D66_grouped_width384_lr6e-4_dropout0.075_v4b25k_bin_diag_20260609_070101_utc,D66_grouped_width384_lr6e-4_dropout0.075_v4b25k_bin_diag,enhanced,grouped_heads,66,384,0.075,0.0006,5450,0.0378526896238327,0.39524969458580017,1.715788722038269,0.023662883788347244,0.01753084547817707,0.016658563166856766,0.06626674610333373,False,495234b2b5824bf2fcfd2bfdb97d70054ad9bd57d58a97382ea1cdba7367138e,enhanced_v4b_targeted_a1_b2_s3_topup14k,25000,0.032020938396453855,5.6718220710754395,0.10542237013578415,0.9408464431762695,11.415508270263672,5.559842586517334,0.8788542747497559,4.160610198974609,2.379481792449951,0.9657756686210632
