epoch,train_loss,validation_loss,train_s3_magnitude_loss
1,1.5411219596862793,1.7910557985305786,0.04180925711989403
25,0.41420745849609375,0.5975168347358704,0.017249278724193573
50,0.18011054396629333,0.28604140877723694,0.011264954693615437
75,0.1338922530412674,0.22102369368076324,0.009906293824315071
100,0.10537788271903992,0.18065997958183289,0.008226698264479637
125,0.08311712741851807,0.14801301062107086,0.00586243299767375
150,0.06936615705490112,0.12872497737407684,0.004770916886627674
175,0.05941358208656311,0.1159144714474678,0.004129562061280012
200,0.052099019289016724,0.1063402071595192,0.0036683317739516497
225,0.0461338572204113,0.09891414642333984,0.0031519182957708836
250,0.04147565737366676,0.09322300553321838,0.002757937414571643
275,0.03741082921624184,0.0879107192158699,0.0024646390229463577
300,0.03393758088350296,0.08359909057617188,0.002166918246075511
325,0.031137676909565926,0.08010071516036987,0.0019579033832997084
350,0.028613463044166565,0.0770145133137703,0.0017285412177443504
375,0.026419278234243393,0.07453811913728714,0.001541328732855618
400,0.024892689660191536,0.07226786017417908,0.001386358984746039
425,0.02293349988758564,0.0700509175658226,0.0012399835977703333
450,0.021322989836335182,0.06800813972949982,0.001133088138885796
475,0.019900379702448845,0.06656558811664581,0.0010404950007796288
500,0.018775029107928276,0.06516700983047485,0.0009617223404347897
525,0.017671696841716766,0.06367628276348114,0.0008667615475133061
550,0.016896024346351624,0.062289901077747345,0.0007739557768218219
575,0.015816908329725266,0.06122184172272682,0.0007379140588454902
600,0.015014378353953362,0.06028485298156738,0.0006664124666713178
625,0.014465106651186943,0.05914979800581932,0.000626146502327174
650,0.01369546540081501,0.05862075090408325,0.000580749474465847
675,0.013067186810076237,0.058072734624147415,0.000544856651686132
700,0.01250002346932888,0.056935422122478485,0.0005018551019020379
725,0.011961737647652626,0.0562872476875782,0.0004735155089292675
750,0.011584491468966007,0.05591469630599022,0.00044719912693835795
775,0.01108849048614502,0.055210504680871964,0.0004182041739113629
800,0.010695485398173332,0.05495486781001091,0.00039193962584249675
825,0.010356231592595577,0.05438901111483574,0.00037641197559423745
850,0.010000811889767647,0.05372615158557892,0.00036314467433840036
875,0.009695110842585564,0.05300615727901459,0.0003540317411534488
900,0.009328118525445461,0.05273876339197159,0.00032275455305352807
925,0.00903402827680111,0.05247553065419197,0.0003088725497946143
950,0.008734346367418766,0.05172776058316231,0.0002954552473966032
975,0.00844954140484333,0.05141192302107811,0.000278180290479213
1000,0.008304563350975513,0.05123363807797432,0.00027577392756938934
1025,0.00810648687183857,0.050668299198150635,0.00026552658528089523
1050,0.0077855936251580715,0.050311606377363205,0.00024413224309682846
1075,0.007609107065945864,0.049947820603847504,0.00024225648667197675
1100,0.007377044763416052,0.04943746700882912,0.0002254977443953976
1125,0.0073267570696771145,0.049412839114665985,0.00022642895055469126
1150,0.007107623387128115,0.04874095320701599,0.00021893657685723156
1175,0.006916354410350323,0.048517901450395584,0.00020678099826909602
1200,0.006767482031136751,0.048426803201436996,0.00020923654665239155
1225,0.006562794558703899,0.04788050428032875,0.00019525954849086702
1250,0.006408751476556063,0.04774525389075279,0.00018485478358343244
1275,0.006277712062001228,0.04754548892378807,0.0001864379009930417
1300,0.006101930048316717,0.047153290361166,0.00017578726692590863
1325,0.006019373424351215,0.04667547717690468,0.0001742392050800845
1350,0.005883053410798311,0.046573445200920105,0.00017050757014658302
1375,0.005712168291211128,0.04634920880198479,0.00016395273269154131
1400,0.005655211396515369,0.04628794640302658,0.00015863336739130318
1425,0.005496774800121784,0.04614412784576416,0.0001558740477776155
1450,0.005414012353867292,0.04618319496512413,0.00014887098222970963
1475,0.005294703878462315,0.04579804465174675,0.00015104068734217435
1500,0.005213103722780943,0.04526681452989578,0.000145712387165986
1525,0.005171768367290497,0.04564338177442551,0.0001489742862759158
1550,0.005096097011119127,0.04512413963675499,0.00013960931391920894
1575,0.004961672239005566,0.04497738927602768,0.00013536863843910396
1600,0.0048768953420221806,0.04467621445655823,0.0001348207297269255
1625,0.004813462030142546,0.04468892514705658,0.000131132997921668
1650,0.004681731108576059,0.04421395808458328,0.0001239508856087923
1675,0.004644355271011591,0.04404382035136223,0.0001266480248887092
1700,0.00454125739634037,0.04423551261425018,0.00012103377230232581
1725,0.004470767453312874,0.0438019260764122,0.0001172974516521208
1750,0.004420530050992966,0.04379865527153015,0.00012130685354350135
1775,0.004355000797659159,0.04400019347667694,0.00011750654084607959
1800,0.00425544660538435,0.04335230961441994,0.00011122869182145223
1825,0.004213661886751652,0.043460361659526825,0.0001150314710685052
1850,0.00412673968821764,0.04320362210273743,0.00010839178139576688
1875,0.004077996592968702,0.04334878548979759,0.00010563679825281724
1900,0.004042068496346474,0.042980968952178955,0.0001049227939802222
1925,0.0039951251819729805,0.0429060235619545,0.00010341627057641745
1950,0.003908519633114338,0.04259573295712471,0.0001018588081933558
1975,0.003879166441038251,0.04292898625135422,0.0001003354336717166
2000,0.0038260186556726694,0.042371299117803574,0.00010020325862569734
2025,0.0037833552341908216,0.042180679738521576,9.930275700753555e-05
2050,0.003726419061422348,0.04238486662507057,9.596035670256242e-05
2075,0.003657836699858308,0.042097561061382294,9.423239680472761e-05
2100,0.003623422235250473,0.042260345071554184,9.168771066470072e-05
2125,0.003657728433609009,0.04207692667841911,9.149929246632382e-05
2150,0.003535251133143902,0.04204688221216202,9.060522279469296e-05
2175,0.0035057247150689363,0.04214943200349808,8.958099351730198e-05
2200,0.0034651749301701784,0.04204004630446434,8.835909102344885e-05
2225,0.003414389444515109,0.04171062633395195,8.823670214042068e-05
2250,0.003405292285606265,0.04165956750512123,8.635463018435985e-05
2275,0.0033523442689329386,0.0411420501768589,8.437947690254077e-05
2300,0.0033113027457147837,0.04142647981643677,8.695020369486883e-05
2325,0.0032788971439003944,0.041092924773693085,8.286788943223655e-05
2350,0.003266449086368084,0.04139844328165054,8.569852070650086e-05
2375,0.0031864193733781576,0.041217684745788574,8.173922833520919e-05
2400,0.003204724518582225,0.041194718331098557,8.196762792067602e-05
2425,0.0031359868589788675,0.04103084281086922,8.088173490250483e-05
2450,0.0031113813165575266,0.04071225970983505,7.88142133387737e-05
2475,0.0030993176624178886,0.040655430406332016,7.972058665473014e-05
2500,0.003049168735742569,0.0405585840344429,7.787071808706969e-05
2525,0.0030145274940878153,0.04070200026035309,7.807470683474094e-05
2550,0.0030085165053606033,0.04066305607557297,7.751709199510515e-05
2575,0.0029714033007621765,0.040657028555870056,7.799111335771158e-05
2600,0.0029644567985087633,0.040850937366485596,7.878144242567942e-05
2625,0.0029135849326848984,0.040267594158649445,7.539905345765874e-05
2650,0.0028793837409466505,0.04033037647604942,7.548221037723124e-05
2675,0.0028808542992919683,0.04057471826672554,7.726318290224299e-05
2700,0.0028078004252165556,0.04022793471813202,7.154591730795801e-05
2725,0.0027840982656925917,0.039917148649692535,7.217196252895519e-05
2750,0.002792574232444167,0.0401344895362854,7.757723506074399e-05
2775,0.002756726462393999,0.04000892490148544,7.198022649390623e-05
2800,0.0027428448665887117,0.03978894278407097,7.425723015330732e-05
2825,0.0027380320243537426,0.04004256799817085,7.40585892344825e-05
2850,0.0027125298511236906,0.03990238159894943,7.367970829363912e-05
2875,0.002658893819898367,0.03966885060071945,6.984970241319388e-05
2900,0.0026363683864474297,0.0394933819770813,6.804009171901271e-05
2925,0.002610536525025964,0.039512068033218384,6.814728112658486e-05
2950,0.0026044819969683886,0.03957802429795265,6.871207006042823e-05
2975,0.0025736677926033735,0.03954830765724182,6.459068390540779e-05
3000,0.0025949778500944376,0.03959018364548683,6.718911754433066e-05
3025,0.002528316807001829,0.039571914821863174,6.726871652062982e-05
3050,0.002500436268746853,0.03938530758023262,6.5375461417716e-05
3075,0.0025115525349974632,0.03938683122396469,6.859038694528863e-05
3100,0.002487792633473873,0.039618272334337234,6.810071499785408e-05
3125,0.0024848380126059055,0.03935563191771507,6.534309795824811e-05
3150,0.002456903690472245,0.03914538398385048,6.860147550469264e-05
3175,0.0024697387125343084,0.03899925574660301,6.511225365102291e-05
3200,0.0024185264483094215,0.03919512778520584,6.414509698515758e-05
3225,0.0023905960842967033,0.03927375748753548,6.458783900598064e-05
3250,0.0023809033446013927,0.039245229214429855,6.586196104763076e-05
3275,0.0023424001410603523,0.038968443870544434,6.220296199899167e-05
3300,0.002356464508920908,0.038780730217695236,6.415334792109206e-05
3325,0.0023921835236251354,0.03907013684511185,6.467280036304146e-05
3350,0.0023208558559417725,0.03881555423140526,6.126168591435999e-05
3375,0.0023276633583009243,0.03880191966891289,6.099254824221134e-05
3400,0.002308526309207082,0.038796789944171906,6.198296614456922e-05
3425,0.0022813663817942142,0.03881745785474777,6.159972690511495e-05
3450,0.002252019476145506,0.03883369639515877,6.187918916111812e-05
3475,0.0022292924113571644,0.03849078342318535,6.229437713045627e-05
3500,0.002244287868961692,0.03845932334661484,6.070101517252624e-05
3525,0.0022279969416558743,0.038387730717659,6.48383647785522e-05
3550,0.0021931373048573732,0.03857604041695595,5.9470221458468586e-05
3575,0.0022239559330046177,0.038389045745134354,6.03680637141224e-05
3600,0.0022031692788004875,0.03826894238591194,6.293466867646202e-05
3625,0.002161961980164051,0.03823636844754219,6.069113078410737e-05
3650,0.002151775872334838,0.03809041529893875,5.904308272874914e-05
3675,0.0021487148478627205,0.03811065852642059,6.040530206519179e-05
3700,0.002120742341503501,0.03820333629846573,5.715472434530966e-05
3725,0.0021062283776700497,0.03800419718027115,5.92851429246366e-05
3750,0.002090918831527233,0.038043491542339325,5.682064875145443e-05
3775,0.0020776635501533747,0.03776427358388901,5.854707706021145e-05
3800,0.0020977016538381577,0.0379113107919693,6.015100734657608e-05
3825,0.00206506229005754,0.03787704557180405,5.919181785429828e-05
3850,0.002075820229947567,0.03816702589392662,6.0098387621110305e-05
3875,0.00206392421387136,0.037606529891490936,5.7971057685790583e-05
3900,0.0020816426258534193,0.03791247680783272,6.153379945317283e-05
3925,0.0020523632410913706,0.03750821202993393,5.8115223509958014e-05
3950,0.002019102917984128,0.037805452942848206,5.8506702771410346e-05
3975,0.0020159734413027763,0.0377197340130806,5.976276224828325e-05
4000,0.001984228612855077,0.03748859465122223,5.7822384405881166e-05
4025,0.0019902982749044895,0.03751618042588234,5.7606255722930655e-05
4050,0.0020198398269712925,0.03793700784444809,6.090065653552301e-05
4075,0.002003248082473874,0.03756417706608772,5.931655687163584e-05
4100,0.0019766725599765778,0.037405405193567276,5.810592119814828e-05
4125,0.0019704613368958235,0.037272751331329346,5.648823207593523e-05
4150,0.0019567711278796196,0.037340275943279266,5.837496792082675e-05
4175,0.001940725021995604,0.03755830228328705,5.444186899694614e-05
4200,0.001909678685478866,0.037366900593042374,5.488017268362455e-05
4225,0.001930420403368771,0.03728500008583069,5.671801045536995e-05
4250,0.0019263785798102617,0.037338726222515106,5.589640568359755e-05
4275,0.0019011159893125296,0.03719988837838173,5.56828745175153e-05
4300,0.0019105381797999144,0.03727325052022934,5.496889934875071e-05
4325,0.0018644744995981455,0.03725731000304222,5.478335151565261e-05
4350,0.0018972581019625068,0.037005819380283356,5.432645048131235e-05
4375,0.001863211509771645,0.036854688078165054,5.612961467704736e-05
4400,0.0018772727344185114,0.036830827593803406,5.6914719607448205e-05
4425,0.001837315270677209,0.036861851811409,5.1545703172450885e-05
4450,0.0018219341291114688,0.03702060505747795,5.310372944222763e-05
4475,0.0018433331279084086,0.03705235943198204,5.252507980912924e-05
4500,0.0018242208752781153,0.037026867270469666,5.372974192141555e-05
4525,0.0018149936804547906,0.036917783319950104,5.396248889155686e-05
4550,0.0017897518118843436,0.03681333735585213,5.2663508540717885e-05
4575,0.0018157814629375935,0.03665947541594505,5.290352419251576e-05
4600,0.00181579717900604,0.03664221614599228,5.0587677833391353e-05
4625,0.0018064887262880802,0.03664308041334152,5.474341378430836e-05
4650,0.0018033840460702777,0.03658698499202728,5.2722036343766376e-05
4675,0.0017771339043974876,0.03679848462343216,5.0715731049422175e-05
4700,0.0017784234369173646,0.036716025322675705,5.070438055554405e-05
4725,0.001764092012308538,0.036779120564460754,5.0137088692281395e-05
4750,0.001751998788677156,0.03637304902076721,4.953223469783552e-05
4775,0.00174835161305964,0.036354389041662216,5.0571125029819086e-05
4800,0.0017443629913032055,0.036624737083911896,5.088798934593797e-05
4825,0.0017644594190642238,0.036414891481399536,5.470889664138667e-05
4850,0.0017819321947172284,0.036576855927705765,5.1481492846505716e-05
4875,0.0017863218672573566,0.03650984540581703,6.095532444305718e-05
4900,0.001744505250826478,0.036456894129514694,5.364624666981399e-05
4925,0.0016879227478057146,0.03629578277468681,4.902390719507821e-05
4950,0.0016978413332253695,0.0365874283015728,4.9991009291261435e-05
4975,0.001705456292256713,0.036111410707235336,5.081863491795957e-05
5000,0.002978944219648838,0.03709994629025459,4.945586624671705e-05
5025,0.003848431399092078,0.039246201515197754,6.779850809834898e-05
5050,0.002100351732224226,0.03708560764789581,6.035273690940812e-05
5075,0.0018157155718654394,0.03666665405035019,4.9838174163596705e-05
5100,0.001761598396115005,0.03674059733748436,5.356471592676826e-05
5125,0.001747082220390439,0.03643638268113136,5.351398067432456e-05
5150,0.0017721533076837659,0.03648427128791809,5.523977961274795e-05
5175,0.001668150071054697,0.03643609955906868,4.623419954441488e-05
5200,0.0017060554819181561,0.036140598356723785,5.6161254178732634e-05
5225,0.0016601597890257835,0.036235909909009933,5.095533560961485e-05
5250,0.001677270163781941,0.03616141527891159,4.839812754653394e-05
5275,0.0016301264986395836,0.03586356341838837,4.720541255665012e-05
5300,0.0016391510143876076,0.03607972338795662,4.7376714064739645e-05
5325,0.0016324890311807394,0.036221694201231,4.880045526078902e-05
5350,0.0016259868862107396,0.035946596413850784,4.9994789151242e-05
5375,0.0016249307664111257,0.03623675927519798,4.988154978491366e-05
5400,0.0016111077275127172,0.03619779273867607,4.717184856417589e-05
5425,0.001644845469854772,0.036428358405828476,5.343172961147502e-05
5450,0.001580728916451335,0.0359409935772419,4.6858065616106614e-05
5475,0.001576440641656518,0.036031436175107956,4.8027493903646246e-05
5500,0.0015858225524425507,0.03565586730837822,4.5786280679749325e-05
5525,0.0015985056525096297,0.03615472838282585,4.887850445811637e-05
5550,0.0015730997547507286,0.03646155819296837,4.710823850473389e-05
5575,0.0015723254764452577,0.03631068021059036,4.811343387700617e-05
5600,0.0015736999921500683,0.03593140095472336,5.023582707508467e-05
5625,0.0015804284485056996,0.036298226565122604,4.9458449211670086e-05
5650,0.0015748747391626239,0.03612147644162178,4.78618785564322e-05
5675,0.0015672992449253798,0.036238234490156174,4.943893873132765e-05
5700,0.0015578886959701777,0.03588968142867088,4.78947586088907e-05
5725,0.001561216078698635,0.03616269677877426,4.8230704123852775e-05
5750,0.0015538466395810246,0.03609362617135048,4.5642627810593694e-05
5775,0.0015084693441167474,0.035986512899398804,4.260376590536907e-05
5800,0.0015231838915497065,0.035881008952856064,4.618514867615886e-05
5825,0.001553025678731501,0.03530420735478401,4.613742567016743e-05
5850,0.001536858850158751,0.03548713028430939,4.714006354333833e-05
5875,0.001523645594716072,0.035988543182611465,4.6246175770647824e-05
5900,0.0015445647295564413,0.03565708547830582,4.84849551867228e-05
5925,0.0015289682196453214,0.03584165498614311,4.5911845518276095e-05
5950,0.0015226418618112803,0.035644400864839554,4.706360414274968e-05
5975,0.0015044305473566055,0.035917747765779495,4.3910618842346594e-05
6000,0.0015462690498679876,0.036060355603694916,5.0496684707468376e-05
