run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_s3magloss_w0p10_20260610_055058_utc,D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_s3magloss_w0p10,enhanced,grouped_heads,66,320,0.075,0.0006,5825,0.03530420735478401,0.510566771030426,1.6631749868392944,0.02216383069753647,0.015977922827005386,0.016543401405215263,0.059358022894280466,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.029950775578618048,4.927046298980713,0.09235461801290512,0.9462414979934692,9.370418548583984,4.895891189575195,0.9160940647125244,4.259491443634033,2.332115411758423,0.9628099799156189,321,9.992400169372559,-8.000362396240234,0.7031427009720516,6.456021308898926,23.6611328125
