run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae
D66_grouped_width320_lr8e-4_dropout0.075_targeted25k_20260607_055328_utc,D66_grouped_width320_lr8e-4_dropout0.075_targeted25k,enhanced,grouped_heads,66,320,0.075,0.0008,5425,0.03403479978442192,0.49896979331970215,1.6445355415344238,0.021835383027791977,0.015703313052654266,0.02743355557322502,0.05879492912728053,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.029507541656494142
