job_id,candidate_id,status,returncode,elapsed_minutes,selection_score_path,minutes_remaining
grouped_w320_lr8e-4_do0p075_seed7,D66_grouped_width320_lr8e-4_dropout0.075_targeted25k,complete,0,10.802843715750003,training_results/model_selection_loop/D66_grouped_width320_lr8e-4_dropout0.075_targeted25k_20260607_055328_utc/selection_score.json,
grouped_w384_lr6e-4_do0p075_seed7,D66_grouped_width384_lr6e-4_dropout0.075_targeted25k,complete,0,12.783986846450004,training_results/model_selection_loop/D66_grouped_width384_lr6e-4_dropout0.075_targeted25k_20260607_060416_utc/selection_score.json,
grouped_w320_lr6e-4_do0p10_seed7,D66_grouped_width320_lr6e-4_dropout0.10_targeted25k,complete,0,10.817227635883334,training_results/model_selection_loop/D66_grouped_width320_lr6e-4_dropout0.10_targeted25k_20260607_061703_utc/selection_score.json,
