sweep_label,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures
coupled_full_random,5520,0.0354106817394495,0.17096613571047792,0.8996162414550781,1.1011017680168151,425,26
coupled_sparse_random,33,0.028204496949911118,0.0723158672451973,0.7784955501556396,0.8999600768089294,0,0
