run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_s3magloss_20260610_052422_utc,D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_s3magloss,enhanced,grouped_heads,66,320,0.075,0.0006,5850,0.03789696842432022,0.5457566976547241,1.7230422496795654,0.023514218628406525,0.01661534607410431,0.017160413786768913,0.06344536912197676,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.03164411373436451,5.7085747718811035,0.09942492842674255,0.9389811158180237,9.911340713500977,5.2254462242126465,0.9078086614608765,4.296109199523926,2.470792055130005,0.9592149257659912,321,10.188681602478027,-7.83918571472168,0.6693615292298792,6.296823978424072,20.39971923828125
