run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae
D66_grouped_width320_lr6e-4_dropout0.10_targeted25k_20260607_061703_utc,D66_grouped_width320_lr6e-4_dropout0.10_targeted25k,enhanced,grouped_heads,66,320,0.1,0.0006,5875,0.03456566110253334,0.5428068041801453,1.697129726409912,0.022208791226148605,0.016049325466156006,0.027702437713742256,0.05908459624132285,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.029694772511720657
