run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,torch_seed,batch_size,shuffle_batches,eval_batch_size,predict_batch_size,component_loss_kind,grad_clip_norm,lr_scheduler,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_v12benchmarkv2_500k_seed7_20260615_005333_utc,D66_grouped_width320_lr6e-4_dropout0.075_v12benchmarkv2_500k_seed7,enhanced,grouped_heads,66,320,0.075,0.0006,7,65536,True,65536,65536,smooth_l1,1.0,plateau,1930,0.002056725323200226,0.35505855083465576,1.091243028640747,0.005470273084938526,0.006011495366692543,0.0062321266159415245,0.013415860509301932,False,17f8d7d7c1eb1432154d187900634cd51052016716e15075e4e650b3e3dcd83f,enhanced_v9_gap250k,483554,0.007171222195029259,1.347599983215332,0.022491134703159332,0.9958488345146179,1.1141046285629272,1.1907103061676025,0.9945385456085205,1.1554579734802246,0.5916517376899719,0.9973369836807251,13366,0.9485458135604858,-0.5804201364517212,0.9695358934678342,0.4193219542503357,1.6831588745117188
