name,mean,std,min,max,p01,p99,near_constant
C1_value_real,7.9000773429870605,9.941726684570312,-7.995270729064941,28.117149353027344,-5.688841819763184,25.767824172973633,False
C3_value_real,10.84004020690918,11.614397048950195,-9.933210372924805,35.159278869628906,-6.807101726531982,32.08942413330078,False
A1_value_real,0.00034617807250469923,1.6821491718292236,-7.548989772796631,7.548989772796631,-4.242563724517822,4.221863746643066,False
A1_value_imag,0.0013184633571654558,1.6853893995285034,-7.412135601043701,7.338289260864258,-4.23209810256958,4.268027305603027,False
B2_value_real,0.0011088823666796088,0.33393600583076477,-2.9555532932281494,2.7869927883148193,-1.032314658164978,1.0343563556671143,False
B2_value_imag,-0.0001398152089677751,0.3331720530986786,-2.8825392723083496,2.677112579345703,-1.0312522649765015,1.0274603366851807,False
A2_value_real,0.011900102719664574,7.93829345703125,-43.10150909423828,43.10150909423828,-28.60854721069336,28.644611358642578,False
A2_value_imag,0.0073264180682599545,7.956748008728027,-43.10150909423828,43.10150909423828,-28.741207122802734,28.827625274658203,False
S3_value_real,-0.0023557753302156925,2.3045661449432373,-7.648208141326904,9.198760986328125,-5.1045355796813965,5.103151321411133,False
S3_value_imag,0.012020517140626907,2.308622360229492,-8.897261619567871,9.67784309387207,-5.12179708480835,5.120285987854004,False
A3_value_real,-0.0005490404437296093,1.045300841331482,-5.7631378173828125,5.7631378173828125,-3.832834482192993,3.8650083541870117,False
A3_value_imag,0.0008318157051689923,1.0457627773284912,-5.740987300872803,5.740987300872803,-3.8389530181884766,3.8448498249053955,False
under_Xigma_mean,24.792997360229492,8.221885681152344,7.957254409790039,34.613128662109375,9.058029174804688,33.91270065307617,False
under_Xigma_h1_real,2.7568111419677734,1.2554903030395508,-1.5742889642715454,7.402402400970459,0.5365862250328064,5.402270317077637,False
under_Xigma_h1_imag,31.487165451049805,10.448747634887695,10.099456787109375,44.97950744628906,11.499700546264648,43.06209945678711,False
under_Xigma_h2_real,0.00016705210146028548,0.880752444267273,-3.8632915019989014,4.468573093414307,-2.1595423221588135,2.1438841819763184,False
