run_name,candidate_id,family,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_test_weighted_mse_scaled,overall_mae,overall_rmse,selection_weighted_score,selection_rejected,source_csv_sha256
D66_width128_lr8e-4_dropout0.05_20260606_103252_utc,D66_width128_lr8e-4_dropout0.05,enhanced,66,128,0.05,0.0008,5975,0.041337598115205765,1.0377572774887085,2.5713164806365967,3.9695181369781496,False,8cb91ef4ae645529fcd222b2ab18888cd03adb83c9fa121a77b5db9c2d05b9c4
