run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,torch_seed,batch_size,shuffle_batches,eval_batch_size,predict_batch_size,component_loss_kind,grad_clip_norm,lr_scheduler,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_v13_1m_d66_seed37_residual_nn_20260615_083331_utc,D66_grouped_width320_lr6e-4_dropout0.075_v13_1m_d66_seed37_residual_nn,enhanced,grouped_heads,66,320,0.075,0.0006,37,65536,True,65536,65536,smooth_l1,1.0,plateau,2000,0.0015015891985967755,0.40392568707466125,1.1731737852096558,0.005187400616705418,0.005624979734420776,0.005775085650384426,0.012518845240858768,False,08c72ebb7941244c8420ac4c88dd96676dac16288e3bf395e08e67529a9de2ad,enhanced_v9_gap250k,983554,0.00677042780444026,1.2105580568313599,0.02137424796819687,0.996687650680542,0.9494557976722717,1.0873862504959106,0.9953360557556152,1.0416922569274902,0.5537894368171692,0.9977219700813293,13376,0.8671635389328003,-0.48953133821487427,0.9710150000581897,0.3520851731300354,1.4656219482421875
