sampling_candidate_role,row_count,fraction,distance_median,distance_p05,distance_p95,distance_max
bridge_anchor,100000,0.2,0.36175745725631714,0.07484335973858833,0.4522073999047279,0.4582562744617462
far_nn,400000,0.8,0.5234703719615936,0.09162883944809437,0.8437438845634461,1.187024712562561
