name,mean,std,min,max,p01,p99,near_constant
C1,0.058436471968889236,29.25136947631836,-99.99081420898438,99.99279022216797,-79.35505676269531,80.74259948730469,False
C3,0.35174959897994995,0.5881703495979309,0.0,2.0,0.0,1.945166826248169,False
A1_x,0.03344788774847984,21.67497444152832,-60.0,60.0,-53.23960494995117,52.93293380737305,False
A1_y,0.03836413845419884,21.59832763671875,-60.0,60.0,-52.95699691772461,53.33147048950195,False
B2_x,0.0049390182830393314,1.0378148555755615,-3.0,3.0,-2.6232290267944336,2.648810386657715,False
B2_y,0.006937128026038408,1.035264492034912,-3.0,3.0,-2.609123706817627,2.612272262573242,False
A2_x,-0.00026944821001961827,3.8428001403808594,-16.0,16.0,-12.828693389892578,12.845706939697266,False
A2_y,0.005492802709341049,3.8404808044433594,-16.0,16.0,-12.739179611206055,12.770818710327148,False
S3_x,0.09483475238084793,34.92533493041992,-100.0,100.0,-87.76362609863281,88.19924926757812,False
S3_y,-0.12360390275716782,34.81150436401367,-100.0,100.0,-87.47274780273438,86.80905151367188,False
A3_x,-0.09022942930459976,21.197542190551758,-100.0,100.0,-76.27867126464844,75.25881958007812,False
A3_y,-0.13896000385284424,21.3507022857666,-100.0,100.0,-75.66091918945312,76.92137145996094,False
