run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity
D66_grouped_width384_lr8e-4_dropout0.075_v4b25k_20260609_063940_utc,D66_grouped_width384_lr8e-4_dropout0.075_v4b25k,enhanced,grouped_heads,66,384,0.075,0.0008,5225,0.03683791682124138,0.40613746643066406,1.7119988203048706,0.023501073941588402,0.017713075503706932,0.016843857243657112,0.06513962944324772,False,495234b2b5824bf2fcfd2bfdb97d70054ad9bd57d58a97382ea1cdba7367138e,enhanced_v4b_targeted_a1_b2_s3_topup14k,25000,0.03202325999736786,5.394096851348877,0.10117325931787491,0.9408864378929138,11.260263442993164,5.659103870391846,0.8863356709480286,4.013084888458252,2.3404312133789062,0.9634421467781067
