sampling_candidate_role,row_count,fraction,distance_median,distance_p05,distance_p95,distance_max
bridge_anchor,62500,0.25,0.5579805374145508,0.05781116243451834,0.6991774380207061,0.7247123718261719
far_nn,187500,0.75,0.7265536785125732,0.07622253112494945,1.246124655008316,1.4169307947158813
