name,mean,std,min,max,p01,p99,near_constant
C1_value_real,10.765558242797852,9.776408195495605,-5.945048809051514,27.54830551147461,-3.084873914718628,25.8216552734375,False
C3_value_real,13.563203811645508,12.166669845581055,-9.62710952758789,34.48484420776367,-7.65857458114624,32.117950439453125,False
A1_value_real,-0.008114835247397423,1.2420482635498047,-7.548989772796631,7.548989772796631,-3.553689479827881,3.5599095821380615,False
A1_value_imag,0.00612809881567955,1.1932295560836792,-6.851736545562744,6.907555103302002,-3.332221031188965,3.3677978515625,False
B2_value_real,0.008767856284976006,0.3730491101741791,-2.9548041820526123,2.7728445529937744,-1.1052716970443726,1.185547947883606,False
B2_value_imag,-0.005483635235577822,0.36556509137153625,-2.4694175720214844,2.44588303565979,-1.112628698348999,1.0877130031585693,False
A2_value_real,0.01616331934928894,10.939647674560547,-43.10150909423828,43.10150909423828,-33.01638412475586,32.423728942871094,False
A2_value_imag,0.03187292814254761,11.04465103149414,-43.10150909423828,43.10150909423828,-32.712501525878906,32.59690856933594,False
S3_value_real,0.0033059734851121902,1.3613507747650146,-6.813596248626709,6.062475681304932,-4.239761829376221,4.242437839508057,False
S3_value_imag,0.0039901998825371265,1.343066930770874,-7.674532413482666,7.702515602111816,-4.136943340301514,4.131186008453369,False
A3_value_real,0.0016003968194127083,1.045587182044983,-5.7631378173828125,5.7631378173828125,-3.711622476577759,3.707404136657715,False
A3_value_imag,0.005953755229711533,1.0562987327575684,-5.740987300872803,5.740987300872803,-3.6496152877807617,3.8500173091888428,False
under_Xigma_mean,22.47541618347168,8.147069931030273,8.1397066116333,33.88166427612305,9.161677360534668,32.47254943847656,False
under_Xigma_h1_real,2.4999594688415527,1.1917829513549805,-1.1121243238449097,7.253587245941162,0.4361066222190857,5.196782112121582,False
under_Xigma_h1_imag,28.546606063842773,10.352441787719727,10.338269233703613,43.41690444946289,11.619999885559082,41.24758529663086,False
under_Xigma_h2_real,-0.00515668885782361,0.681623637676239,-3.7744948863983154,4.468573093414307,-1.8859461545944214,1.883971929550171,False
under_Xigma_h2_imag,0.003172351745888591,0.6583163142204285,-3.6239428520202637,3.3585331439971924,-1.7605174779891968,1.7706207036972046,False
under_Xigma_h3_real,2.4973196983337402,1.227388858795166,-1.493561863899231,6.995594501495361,0.16774560511112213,5.355382919311523,False
under_Xigma_h3_imag,9.31743049621582,3.448530673980713,3.210266590118408,15.557818412780762,3.7298686504364014,14.408147811889648,False
under_Xigma_h4_real,0.001987478695809841,0.5828798413276672,-2.9126858711242676,3.202021360397339,-1.9007424116134644,1.9157856702804565,False
under_Xigma_h4_imag,0.003234487259760499,0.5835246443748474,-2.880270004272461,2.8704936504364014,-1.8707934617996216,1.9764602184295654,False
under_Mu_mean,0.00030459582922048867,1.3000444173812866,-5.537090301513672,4.9215569496154785,-3.4918503761291504,3.383640766143799,False
under_Mu_h1_real,0.0030942114535719156,0.45208412408828735,-3.366206645965576,2.6940529346466064,-1.3845572471618652,1.3968031406402588,False
under_Mu_h1_imag,-0.007486214395612478,0.445295512676239,-3.0388855934143066,2.9129788875579834,-1.3791331052780151,1.3533810377120972,False
under_Mu_h2_real,0.019225189462304115,4.489104747772217,-15.425536155700684,15.67142105102539,-12.171557426452637,12.090043067932129,False
under_Mu_h2_imag,-0.002769454615190625,3.0201730728149414,-11.676666259765625,11.58979606628418,-8.434503555297852,8.550530433654785,False
under_Mu_h3_real,0.01134989783167839,5.81353235244751,-21.55075454711914,21.55075454711914,-16.486953735351562,16.240427017211914,False
under_Mu_h3_imag,0.01750204712152481,5.872127532958984,-21.55075454711914,21.55075454711914,-16.37399673461914,16.40180015563965,False
under_Mu_h4_real,-0.00676037697121501,3.355760335922241,-13.276667594909668,13.586684226989746,-9.636284828186035,9.483099937438965,False
under_Mu_h4_imag,0.012125817127525806,4.176547527313232,-14.486936569213867,14.73697566986084,-11.598176956176758,11.535079956054688,False
under_Rho_mean,1.4238001108169556,7.1236348152160645,-23.832290649414062,14.745467185974121,-17.99927520751953,13.755781173706055,False
under_Rho_h1_real,0.1707618683576584,1.0978844165802002,-6.597200393676758,4.162943363189697,-2.6886000633239746,2.7434144020080566,False
under_Rho_h1_imag,1.803145408630371,9.063343048095703,-30.3195743560791,19.165616989135742,-22.84968376159668,17.4719181060791,False
under_Rho_h2_real,0.004932920448482037,0.7636407613754272,-4.846891403198242,5.417601108551025,-2.376490831375122,2.3719050884246826,False
under_Rho_h2_imag,0.0025622055400162935,0.7608501315116882,-6.142410755157471,6.383330345153809,-2.297520875930786,2.3112142086029053,False
under_Rho_h3_real,0.16903629899024963,1.0651006698608398,-6.828982830047607,4.477306842803955,-2.4448328018188477,2.9415171146392822,False
under_Rho_h3_imag,0.5757670402526855,3.0604045391082764,-11.208704948425293,7.5854010581970215,-7.953330039978027,6.159461975097656,False
under_Rho_h4_real,0.03332394361495972,0.5167354345321655,-4.646114826202393,5.586307525634766,-1.6414225101470947,1.7959526777267456,False
under_Rho_h4_imag,0.002272269921377301,0.4920225441455841,-5.298933982849121,5.192018032073975,-1.5191389322280884,1.5934908390045166,False
over_Xigma_mean,33.240970611572266,2.2628965377807617,25.323060989379883,39.064109802246094,28.476634979248047,38.00550079345703,False
over_Xigma_h1_real,3.687513828277588,0.6889892220497131,-1.0424922704696655,6.561591625213623,1.4717828035354614,5.326233386993408,False
over_Xigma_h1_imag,42.21525573730469,2.8845274448394775,31.889982223510742,49.61113739013672,36.17512512207031,48.25057601928711,False
over_Xigma_h2_real,0.002958145225420594,0.5890084505081177,-3.7744948863983154,3.7744948863983154,-1.7738053798675537,1.7706232070922852,False
over_Xigma_h2_imag,-0.0029557461384683847,0.5638458132743835,-3.6363584995269775,3.424234390258789,-1.6568981409072876,1.6443610191345215,False
over_Xigma_h3_real,3.689751386642456,0.7329981327056885,-0.8887656331062317,7.208640098571777,1.189881443977356,5.4926934242248535,False
over_Xigma_h3_imag,13.787440299987793,1.1011027097702026,8.399113655090332,17.638525009155273,10.95526123046875,15.981419563293457,False
