run_name,candidate_id,family,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_test_weighted_mse_scaled,overall_mae,overall_rmse,selection_weighted_score,selection_rejected,source_csv_sha256
D66_width128_lr6e-4_dropout0.05_20260606_103035_utc,D66_width128_lr6e-4_dropout0.05,enhanced,66,128,0.05,0.0006,5975,0.041984785348176956,1.0707557201385498,2.6366512775421143,4.022303062677383,False,8cb91ef4ae645529fcd222b2ab18888cd03adb83c9fa121a77b5db9c2d05b9c4
