run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,torch_seed,batch_size,shuffle_batches,component_loss_kind,grad_clip_norm,lr_scheduler,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_v6gap100k_seed23_20260612_051859_utc,D66_grouped_width320_lr6e-4_dropout0.075_v6gap100k_seed23,enhanced,grouped_heads,66,320,0.075,0.0006,23,0,False,smooth_l1,1.0,plateau,5875,0.009916773065924644,0.419286847114563,1.1129984855651855,0.013937150128185749,0.010852726176381111,0.010182945057749748,0.03689948415347876,False,14508905427ab34203a8698e9a5559765fbac5ee76748e0c709104b3e11051f7,enhanced_v6_benchmark_gap100k,84000,0.018496652878820897,3.22275447845459,0.06011036038398743,0.9602506160736084,5.816460132598877,3.254714012145996,0.9487912654876709,2.495020627975464,1.4007463455200195,0.9759321212768555,289,6.273777484893799,-4.646976947784424,0.7986199426235208,3.1435766220092773,9.773489952087402
