relative_angle_A3_S3_category,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures,angle_pair
aligned_or_anti_aligned,1210,0.02793484926223755,0.06192788146436212,0.8662431836128235,1.0381151139736176,46,50,A3_S3
anti_aligned,1686,0.03799515403807163,0.07492275536060333,0.9705193042755127,1.0860088467597961,263,50,A3_S3
oblique,2221,0.028472447767853737,0.06747476756572723,0.8473764061927795,1.0580495595932007,118,121,A3_S3
orthogonal,1383,0.02818279154598713,0.07427818775176999,0.8521122336387634,1.0538638949394226,87,63,A3_S3
,239,0.0227656289935112,0.06377427503466603,0.6654560565948486,0.9444004595279694,4,9,B2_S3
,250,0.02280598320066929,0.06126145664602516,0.6789911985397339,0.9059228748083114,2,16,B2_S3
,4086,0.03177359141409397,0.0710649061948061,0.8994790613651276,1.0656139850616455,365,168,B2_S3
,1925,0.029628561809659004,0.07239701598882675,0.8694514036178589,1.075426459312439,143,91,B2_S3
