active_probe_id,proposal_mode,sweep_label,sampling_relative_angle_bin,nn_distance_12d,overall_abs_error,weighted_abs_error,failure_class,C1_abs_error,C3_abs_error,A1_vector_error,B2_vector_error,A2_vector_error,S3_vector_error,A3_vector_error,true_S3_amp,true_A3_amp,true_B2_amp,relative_angle_A3_S3,relative_angle_B2_S3,relative_angle_A3_S3_category,relative_angle_B2_S3_category
active_probe_06378,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:oblique,1.2451236248016357,24.017913818359375,0.3704718351364136,coverage_limited_sparse_failure,12.058708190917969,0.06465546786785126,57.21668243408203,1.3279920816421509,0.7685025334358215,91.36537170410156,75.99991607666016,100.0,100.0,2.9862616062164307,-116.52292986330463,-35.492088913881275,oblique,oblique
active_probe_03325,high_amp_oblique,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:orthogonal,1.1589035987854004,19.1632022857666,0.27765581011772156,coverage_limited_sparse_failure,20.833091735839844,0.04796810448169708,39.22652816772461,0.4756002724170685,0.7370845675468445,68.86241912841797,44.64423751831055,91.6684799194336,89.4743881225586,2.6782755851745605,75.09697920879381,92.42271968425194,orthogonal,orthogonal
active_probe_04790,high_amp_bridge,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:anti_aligned,0.8405810594558716,11.472367286682129,0.18177559971809387,dense_model_feature_loss_failure,5.637481689453125,0.027741074562072754,30.875242233276367,0.786160945892334,0.4339354336261749,29.881860733032227,51.798805236816406,93.14554595947266,99.40179443359375,2.5564284324645996,-178.32298357301016,38.20112293381689,anti_aligned,oblique
active_probe_06148,high_amp_oblique,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:oblique;A3_S3:orthogonal,1.0311076641082764,10.339378356933594,0.16959989070892334,coverage_limited_sparse_failure,2.6996307373046875,0.01275024563074112,10.845415115356445,1.0567352771759033,0.2805114984512329,35.2703857421875,47.23613739013672,94.14205932617188,88.95293426513672,2.989154815673828,107.44767439779207,58.646440361723535,orthogonal,oblique
active_probe_04873,high_amp_oblique,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:orthogonal;A3_S3:orthogonal,0.9085415005683899,10.978238105773926,0.1644359529018402,mixed_failure,9.569000244140625,0.01313219964504242,24.3018856048584,0.5565330982208252,0.2693329453468323,32.64608383178711,33.96331787109375,99.6086654663086,84.13419342041016,2.758676767349243,99.14550312209343,73.6632500551683,orthogonal,orthogonal
active_probe_06493,high_amp_oblique,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:orthogonal,1.115867018699646,10.803208351135254,0.1615215688943863,coverage_limited_sparse_failure,12.996307373046875,0.011671982705593109,18.78734588623047,0.47160300612449646,0.3260863721370697,36.53466796875,40.095890045166016,96.53411102294922,83.6885986328125,2.5337321758270264,80.26791416927108,89.29850264350739,orthogonal,orthogonal
active_probe_05183,high_amp_oblique,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:orthogonal,0.9965464472770691,10.43111515045166,0.15957695245742798,coverage_limited_sparse_failure,0.31571197509765625,0.013834960758686066,33.360225677490234,0.48061126470565796,0.4962552487850189,33.62886047363281,41.60514831542969,90.58570861816406,84.2472915649414,2.718837261199951,-84.22483323218258,97.03110083831467,orthogonal,orthogonal
active_probe_05233,high_amp_bridge,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:aligned_or_anti_aligned,0.8929001092910767,10.716387748718262,0.1546766459941864,mixed_failure,11.880233764648438,0.04379875585436821,20.077726364135742,0.3643794655799866,0.2820243835449219,40.07744598388672,28.96025276184082,92.16156768798828,95.35012817382812,2.5226361751556396,-3.017103354097486,76.74416408799016,aligned_or_anti_aligned,orthogonal
active_probe_01398,high_amp_oblique,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:orthogonal,0.9036363959312439,11.400788307189941,0.1542953997850418,mixed_failure,13.869071960449219,0.06825804710388184,10.860493659973145,0.048672981560230255,0.5534796714782715,63.4171142578125,12.832327842712402,98.24803161621094,83.37802124023438,2.450989007949829,-84.57008629817426,-88.1059503660274,orthogonal,orthogonal
active_probe_00347,high_amp_bridge,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:anti_aligned,0.9900193810462952,10.598406791687012,0.1541234254837036,coverage_limited_sparse_failure,16.80709457397461,0.0459822416305542,18.922344207763672,0.3993505537509918,0.5823156237602234,44.74533462524414,19.100067138671875,97.79810333251953,90.4747543334961,2.754201650619507,-165.27587277690176,151.24260190276624,anti_aligned,oblique
