active_probe_id,proposal_mode,sweep_label,sampling_relative_angle_bin,nn_distance_12d,overall_abs_error,weighted_abs_error,failure_class,C1_abs_error,C3_abs_error,A1_vector_error,B2_vector_error,A2_vector_error,S3_vector_error,A3_vector_error,true_S3_amp,true_A3_amp,true_B2_amp,relative_angle_A3_S3,relative_angle_B2_S3,relative_angle_A3_S3_category,relative_angle_B2_S3_category
active_probe_00707,genetic_algorithm,coupled_full_random,A1_S3:orthogonal;B2_S3:aligned_or_anti_aligned;A3_S3:oblique,1.1139601469039917,28.906661987304688,0.4263642430305481,coverage_limited_sparse_failure,10.734169006347656,0.024634182453155518,65.55990600585938,1.259208083152771,0.23068708181381226,107.5396499633789,84.19202423095703,100.0,100.0,3.0,29.836116868196115,18.453242778389125,oblique,aligned_or_anti_aligned
active_probe_03595,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:anti_aligned,1.0797427892684937,18.21384620666504,0.2901492118835449,coverage_limited_sparse_failure,21.5469970703125,0.011520341038703918,38.765010833740234,1.324567198753357,0.4766189754009247,43.98296356201172,73.32447814941406,90.02873992919922,98.50740814208984,2.7526683807373047,178.32384586537955,109.78949821896038,anti_aligned,orthogonal
active_probe_01784,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:anti_aligned,1.0234062671661377,16.47089958190918,0.2419222742319107,mixed_failure,10.816780090332031,0.05199781060218811,40.122501373291016,0.5501900315284729,0.5370347499847412,49.964805603027344,46.86200714111328,97.47228240966797,92.3875503540039,2.7430784702301025,179.39932641918153,144.96399130452124,anti_aligned,oblique
active_probe_02046,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:orthogonal;A3_S3:anti_aligned,0.8671431541442871,15.461959838867188,0.22091057896614075,dense_model_feature_loss_failure,22.886322021484375,0.10458844900131226,37.70288848876953,0.28485673666000366,0.023784149438142776,56.7138557434082,39.46946334838867,97.44764709472656,98.2708740234375,2.8356831073760986,-171.86252021870996,105.867788926029,anti_aligned,orthogonal
active_probe_01718,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,1.0049108266830444,14.612784385681152,0.21924740076065063,mixed_failure,9.895370483398438,0.05271213501691818,29.517353057861328,0.7564223408699036,0.17931844294071198,51.61692810058594,58.76105499267578,97.40475463867188,92.68107604980469,2.5902774333953857,10.536897071828037,31.919891193543833,aligned_or_anti_aligned,oblique
active_probe_01278,genetic_algorithm,coupled_full_random,A1_S3:aligned_or_anti_aligned;B2_S3:orthogonal;A3_S3:oblique,0.9881027936935425,14.00314998626709,0.21631953120231628,mixed_failure,7.141777038574219,0.025015253573656082,36.26291275024414,0.8343469500541687,0.48893314599990845,45.68803405761719,41.06303024291992,99.45825958251953,95.46748352050781,2.77860164642334,113.604883839031,-87.74546745718031,oblique,orthogonal
active_probe_00773,genetic_algorithm,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:oblique,1.1028430461883545,13.69965648651123,0.20282121002674103,coverage_limited_sparse_failure,14.8121337890625,0.05235384777188301,21.709909439086914,0.4633735418319702,0.6154636740684509,36.414913177490234,56.47584533691406,94.55908966064453,91.99042510986328,3.0,-46.75880492807096,-22.946464389656967,oblique,oblique
active_probe_00088,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,1.0949698686599731,14.183723449707031,0.19802045822143555,coverage_limited_sparse_failure,21.370010375976562,0.067568339407444,28.119890213012695,0.23658889532089233,0.2716101408004761,68.18856811523438,24.46468162536621,94.75900268554688,91.84070587158203,2.9747605323791504,7.985634516184007,131.16387078737773,aligned_or_anti_aligned,oblique
active_probe_01150,genetic_algorithm,coupled_full_random,A1_S3:orthogonal;B2_S3:aligned_or_anti_aligned;A3_S3:oblique,1.1910970211029053,12.69898509979248,0.1915070116519928,coverage_limited_sparse_failure,2.8056869506835938,0.00713290274143219,24.21363067626953,0.8923978209495544,0.30689945816993713,61.59630584716797,32.551177978515625,100.0,99.62931823730469,2.8909406661987305,-22.946465267068277,-4.4932238227496555,oblique,aligned_or_anti_aligned
active_probe_03960,high_amp_alignment,coupled_full_random,A1_S3:oblique;B2_S3:oblique;A3_S3:aligned_or_anti_aligned,1.1001750230789185,12.895160675048828,0.19107317924499512,coverage_limited_sparse_failure,17.993160247802734,0.014244049787521362,23.380531311035156,0.4205259680747986,0.46204233169555664,24.653451919555664,71.6370849609375,92.72944641113281,99.23506927490234,2.840568780899048,-7.58144572015118,126.04545035370438,aligned_or_anti_aligned,oblique
active_probe_02021,high_amp_alignment,coupled_full_random,A1_S3:orthogonal;B2_S3:oblique;A3_S3:anti_aligned,1.1756337881088257,12.617488861083984,0.1891736090183258,coverage_limited_sparse_failure,11.283767700195312,0.03687234967947006,29.131057739257812,0.5583878755569458,0.6243571043014526,47.54489517211914,25.686304092407227,96.76343536376953,96.74490356445312,2.895015239715576,173.3952669876092,41.50020041916676,anti_aligned,oblique
active_probe_01995,genetic_algorithm,coupled_full_random,A1_S3:anti_aligned;B2_S3:oblique;A3_S3:oblique,0.9494189023971558,12.40461254119873,0.18766868114471436,mixed_failure,12.59722900390625,0.04872411489486694,28.70022201538086,0.6315383315086365,0.5757831931114197,51.47819137573242,19.614925384521484,100.0,97.78656768798828,3.0,132.85377253266103,-126.00174148451367,oblique,oblique
