cluster_id,method,n,median_weighted_error,median_nn_distance_12d,dominant_regime,dominant_failure_class,center_C1_normalized,center_C3_normalized,center_A1_x_normalized,center_A1_y_normalized,center_B2_x_normalized,center_B2_y_normalized,center_A2_x_normalized,center_A2_y_normalized,center_S3_x_normalized,center_S3_y_normalized,center_A3_x_normalized,center_A3_y_normalized
0,sklearn_kmeans,48,0.08931280672550201,1.0145041942596436,coupled_full_random,coverage_limited_sparse_failure,-0.794416039586067,0.12497821263968945,0.5088135248774456,-0.37014826300243525,0.6410925522860553,-0.3709986408551534,0.2256079287957012,0.28887420124374324,-0.31751805930087973,-0.771782410144806,-0.10262309657099344,-0.27904144257307056
1,sklearn_kmeans,137,0.08780597150325775,1.1271578073501587,coupled_full_random,coverage_limited_sparse_failure,-0.9489168637686403,0.152030950738457,0.7927831546958634,0.5215460447209304,0.3233941170203426,0.8216634539212045,-0.7225118879854244,0.5919906079062145,-0.20255085119365776,-0.891636658341345,0.9269822465242259,0.08161701091014514
2,sklearn_kmeans,43,0.0972866639494896,1.0282557010650635,coupled_full_random,mixed_failure,-0.7522434227965601,0.08717520504670087,-0.5242734012677689,0.37356847569115403,-0.7597922470218449,0.07425518397443978,-0.4650580246261386,0.2874229866144962,0.25757695026175925,0.7294784057972041,0.012468678535417064,0.375509972683219
3,sklearn_kmeans,43,0.0828690454363823,1.0370856523513794,coupled_full_random,coverage_limited_sparse_failure,-0.8632882725915245,0.31905551887182304,0.513013717578363,0.4599130776385929,0.3204046188341092,0.4669996933766111,0.7550566884320836,-0.12527014988712795,0.8201125597399336,0.00042768428491991633,0.8482664507488874,-0.09401157146276438
4,sklearn_kmeans,44,0.0845085009932518,1.0110388100147247,coupled_full_random,coverage_limited_sparse_failure,0.8587428153644908,0.7189882203767245,0.10915112630887465,-0.2352889468867832,0.2882188316434622,0.1888781165083249,-0.3208273666995493,0.008977397874166999,0.25267231171781374,-0.0074236105788837966,0.07496541772037746,0.21272226764397184
5,sklearn_kmeans,40,0.08884761855006218,1.0388486981391907,coupled_full_random,coverage_limited_sparse_failure,-0.8072742430567741,0.12905169231817126,0.29318397010366115,0.52597435404857,-0.01753871316711108,0.6338499171659351,0.08762624589726328,0.0728771910071373,0.7850633220672607,0.15028751921653744,-0.6855349717140198,-0.15337511856108904
6,sklearn_kmeans,49,0.09089262038469315,1.0616340637207031,coupled_full_random,coverage_limited_sparse_failure,-0.8679662151725924,0.19744473456272058,0.22126087647717016,-0.005359499795096239,0.47017046271943713,0.4603271713214262,-0.8409512198092987,-0.02753577706385024,0.8037669181823729,0.10352294546000808,0.7174617222863798,-0.1762649448550478
7,sklearn_kmeans,56,0.08121901005506516,0.9930793642997742,coupled_full_random,mixed_failure,-0.6891591557434628,0.13560598756053618,-0.4410376003278153,-0.4659410861276445,-0.25865834930335135,-0.4704576929188557,0.09614909436952855,-0.02349494237984932,-0.6337925683600562,0.32525787757975705,-0.202811222076416,0.11924049045358379
