sweep_label,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures
coupled_full_random,4552,0.03306582756340504,0.08732278607785701,0.9190977811813354,1.1461267113685607,247,83
coupled_sparse_random,48,0.026410333812236786,0.06702279895544051,0.6906491219997406,0.9026830434799195,0,2
