name,mean,std,min,max,p01,p99,near_constant
C1_value_real,9.557517051696777,9.895453453063965,-8.023900032043457,28.132347106933594,-5.396376609802246,25.600858688354492,False
C3_value_real,12.288771629333496,12.130352020263672,-10.429967880249023,35.236934661865234,-7.7555952072143555,32.17652893066406,False
A1_value_real,0.0010465598898008466,1.5913679599761963,-7.548989772796631,7.548989772796631,-4.067819118499756,4.065774917602539,False
A1_value_imag,-0.00015120682655833662,1.5934354066848755,-7.412135601043701,7.502591133117676,-4.0729522705078125,4.075281620025635,False
B2_value_real,0.0006977121811360121,0.4196126163005829,-3.116783618927002,3.128638744354248,-1.2161506414413452,1.225463628768921,False
B2_value_imag,-4.45876139565371e-05,0.4193147122859955,-3.223256826400757,2.986030101776123,-1.2209111452102661,1.2184196710586548,False
A2_value_real,0.010280377231538296,10.440454483032227,-43.10150909423828,43.10150909423828,-32.59242630004883,32.48104476928711,False
A2_value_imag,0.0013748269993811846,10.447007179260254,-43.10150909423828,43.10150909423828,-32.49271774291992,32.57200622558594,False
S3_value_real,-0.000781178823672235,2.0992636680603027,-9.646285057067871,9.198760986328125,-5.009422779083252,5.008758068084717,False
S3_value_imag,0.01283337827771902,2.1009974479675293,-9.607035636901855,10.520903587341309,-5.018820285797119,5.021834373474121,False
A3_value_real,-0.002612743992358446,1.099156141281128,-5.965508937835693,5.7631378173828125,-3.7875919342041016,3.8023531436920166,False
A3_value_imag,0.0009786203736439347,1.099594235420227,-5.740987300872803,5.740987300872803,-3.7902705669403076,3.7944626808166504,False
under_Xigma_mean,23.408111572265625,8.164044380187988,7.947157859802246,34.613128662109375,9.193821907043457,33.703853607177734,False
under_Xigma_h1_real,2.6018362045288086,1.2800731658935547,-1.9620498418807983,7.890564918518066,0.34064045548439026,5.456935882568359,False
under_Xigma_h1_imag,29.7282657623291,10.374780654907227,10.09371566772461,45.073551177978516,11.670714378356934,42.78154754638672,False
under_Xigma_h2_real,0.00043163783266209066,0.8529974818229675,-4.171799182891846,4.468573093414307,-2.1172049045562744,2.11759877204895,False
under_Xigma_h2_imag,0.00044747430365532637,0.853942334651947,-3.8788411617279053,3.946260690689087,-2.117363929748535,2.1209144592285156,False
under_Xigma_h3_real,2.601288080215454,1.2579280138015747,-2.79846453666687,7.903809070587158,0.12421099841594696,5.423159599304199,False
under_Xigma_h3_imag,9.707406044006348,3.477611780166626,2.780717134475708,18.006328582763672,3.721564531326294,14.773321151733398,False
under_Xigma_h4_real,-0.0012367868330329657,0.6231040358543396,-4.177728176116943,3.97953200340271,-1.9785964488983154,1.9861351251602173,False
under_Xigma_h4_imag,0.00028023874619975686,0.623388409614563,-3.9818994998931885,3.6608872413635254,-1.9795587062835693,1.9809380769729614,False
under_Mu_mean,0.0003315680078230798,1.2378534078598022,-6.063525199890137,6.095693588256836,-3.475379467010498,3.4898037910461426,False
under_Mu_h1_real,0.0015385446604341269,0.5093575716018677,-4.469182014465332,4.455028533935547,-1.5405819416046143,1.5495448112487793,False
under_Mu_h1_imag,-6.890924123581499e-05,0.5097823739051819,-4.540933609008789,4.26334810256958,-1.5498603582382202,1.5415107011795044,False
under_Mu_h2_real,0.0010588967707008123,4.2275471687316895,-16.447633743286133,16.71476173400879,-12.10889720916748,12.130537033081055,False
under_Mu_h2_imag,-0.0015896576223894954,2.8832578659057617,-13.63169002532959,13.091190338134766,-8.572122573852539,8.596295356750488,False
under_Mu_h3_real,0.005753741133958101,5.5213212966918945,-21.78097915649414,21.91230010986328,-16.358266830444336,16.31801986694336,False
