epoch,train_loss,test_loss
1,1.5498791933059692,1.5288888216018677
25,1.0594154596328735,1.0477290153503418
50,0.6124592423439026,0.6115161180496216
75,0.38868430256843567,0.39335107803344727
100,0.27872660756111145,0.28305521607398987
125,0.22530071437358856,0.22917649149894714
150,0.1947793960571289,0.19888722896575928
175,0.1737862378358841,0.1785283088684082
200,0.15825887024402618,0.16387970745563507
225,0.1458781510591507,0.1523410975933075
250,0.13495230674743652,0.14270536601543427
275,0.12550365924835205,0.13426384329795837
300,0.11728037148714066,0.1271616518497467
325,0.11039912700653076,0.12090681493282318
350,0.1045934185385704,0.11572398990392685
375,0.0996294915676117,0.11160248517990112
400,0.09523074328899384,0.10767940431833267
425,0.09121040254831314,0.10404768586158752
450,0.087572380900383,0.10108882188796997
475,0.08435021340847015,0.09841497987508774
500,0.08142345398664474,0.09602172672748566
525,0.07865557074546814,0.09381809085607529
550,0.07606945186853409,0.09157449752092361
575,0.07379330694675446,0.08969157934188843
600,0.0718415305018425,0.08793757855892181
625,0.06974649429321289,0.08649025112390518
650,0.06788358837366104,0.08518876135349274
675,0.06611130386590958,0.08368360251188278
700,0.06437370926141739,0.08231121301651001
725,0.06265770643949509,0.08100515604019165
750,0.06111733987927437,0.0796545147895813
775,0.05967184901237488,0.0786137804389
800,0.0584220215678215,0.07745113223791122
825,0.05697125568985939,0.0764935165643692
850,0.055920276790857315,0.07574646174907684
875,0.05463381111621857,0.07469075173139572
900,0.05339900031685829,0.07380989193916321
925,0.052279047667980194,0.07304254174232483
950,0.05127646028995514,0.07232743501663208
975,0.05024942010641098,0.07152744382619858
1000,0.049156881868839264,0.07075946778059006
1025,0.04822993278503418,0.06996838003396988
1050,0.04728899151086807,0.06946723908185959
1075,0.046377163380384445,0.06894049048423767
1100,0.0454399473965168,0.06813143193721771
1125,0.04454059153795242,0.06755730509757996
1150,0.04386301711201668,0.0672348141670227
1175,0.0430133081972599,0.06672719866037369
1200,0.04222356155514717,0.06589983403682709
1225,0.04146132990717888,0.06529923528432846
1250,0.04076111316680908,0.06493616104125977
1275,0.040089912712574005,0.06453902274370193
1300,0.03940518945455551,0.0641912966966629
1325,0.03878660500049591,0.06401344388723373
1350,0.03803335502743721,0.06324395537376404
1375,0.0375232957303524,0.06308344751596451
1400,0.03686114028096199,0.06255508959293365
1425,0.03632548078894615,0.06223156303167343
1450,0.0357636883854866,0.06179976463317871
1475,0.0351375974714756,0.0614531934261322
1500,0.03461102396249771,0.06094832718372345
1525,0.0342186763882637,0.06068291515111923
1550,0.03365808352828026,0.06054665148258209
1575,0.03325790911912918,0.060372281819581985
1600,0.03274651616811752,0.06008303165435791
1625,0.03220111131668091,0.05973086878657341
1650,0.03178205341100693,0.059437599033117294
1675,0.03142097592353821,0.059079356491565704
1700,0.03088923543691635,0.05896325036883354
1725,0.030510200187563896,0.058831967413425446
1750,0.03009156696498394,0.058317117393016815
1775,0.029702551662921906,0.05818052217364311
1800,0.029274893924593925,0.0579981803894043
1825,0.029003404080867767,0.05773358792066574
1850,0.028584009036421776,0.05771607533097267
1875,0.028217678889632225,0.057418402284383774
1900,0.027846746146678925,0.05684492737054825
1925,0.027505310252308846,0.05697432532906532
1950,0.027145538479089737,0.056575845927000046
1975,0.02682117186486721,0.056324075907468796
2000,0.02644488774240017,0.056000273674726486
2025,0.026092227548360825,0.05584666505455971
2050,0.025762300938367844,0.055850569158792496
2075,0.02565220184624195,0.05574425309896469
2100,0.025312406942248344,0.055525220930576324
2125,0.024947118014097214,0.05535353720188141
2150,0.024579497054219246,0.05477476865053177
2175,0.02435453236103058,0.05500256270170212
2200,0.02416636422276497,0.05485377460718155
2225,0.02383052371442318,0.05453108623623848
2250,0.02346540056169033,0.05443057417869568
2275,0.023294154554605484,0.05417009815573692
2300,0.023066699504852295,0.053938157856464386
2325,0.022784950211644173,0.05391775071620941
2350,0.022460779175162315,0.053617723286151886
2375,0.022306712344288826,0.053321026265621185
2400,0.02194756083190441,0.05346352234482765
2425,0.021800899878144264,0.05310159921646118
2450,0.021586261689662933,0.052957870066165924
2475,0.021333511918783188,0.052650950849056244
2500,0.021054204553365707,0.0526677630841732
2525,0.020905833691358566,0.052368439733982086
2550,0.020612439140677452,0.05224747955799103
2575,0.020329240709543228,0.05201985314488411
2600,0.020276101306080818,0.052033036947250366
2625,0.0200353916734457,0.05201292037963867
2650,0.0199047289788723,0.05170644819736481
2675,0.019718466326594353,0.051718421280384064
2700,0.01943395659327507,0.051362331956624985
2725,0.019194087013602257,0.050901129841804504
2750,0.019059184938669205,0.051178205758333206
2775,0.018778102472424507,0.0508105531334877
2800,0.0187180545181036,0.0507696159183979
2825,0.018495606258511543,0.050754252821207047
2850,0.018451785668730736,0.05049760639667511
2875,0.018251441419124603,0.05042422562837601
2900,0.017961930483579636,0.050176478922367096
2925,0.01788342371582985,0.0500170961022377
2950,0.017716053873300552,0.049824051558971405
2975,0.01747242547571659,0.04983288422226906
3000,0.017346994951367378,0.04963260516524315
3025,0.017207689583301544,0.049630194902420044
3050,0.017125066369771957,0.0495324470102787
3075,0.01701761968433857,0.04925920441746712
3100,0.016691064462065697,0.049180712550878525
3125,0.016588862985372543,0.049128349870443344
3150,0.016510142013430595,0.04887994006276131
3175,0.016371579840779305,0.04875563457608223
3200,0.016151322051882744,0.04848676174879074
3225,0.01609218865633011,0.04855887219309807
3250,0.015988990664482117,0.04845721647143364
3275,0.015826432034373283,0.04837384819984436
3300,0.01588284969329834,0.04824214056134224
3325,0.015551635064184666,0.04818884655833244
3350,0.015538702718913555,0.04803016036748886
3375,0.015384926460683346,0.04778963327407837
3400,0.015275046229362488,0.04792935028672218
3425,0.015191844664514065,0.04781169816851616
3450,0.015028622932732105,0.04764806479215622
3475,0.014861008152365685,0.04732772707939148
3500,0.014804699458181858,0.04727686941623688
3525,0.014780709519982338,0.04737069085240364
3550,0.014637209475040436,0.047214966267347336
3575,0.01452763844281435,0.047141432762145996
3600,0.01449778862297535,0.04708267003297806
3625,0.014337912201881409,0.04691857472062111
3650,0.014197107404470444,0.04683069512248039
3675,0.014187240973114967,0.046936046332120895
3700,0.014028528705239296,0.04651925712823868
3725,0.013929888606071472,0.046557679772377014
3750,0.013899030163884163,0.04664850980043411
3775,0.013826720416545868,0.046380069106817245
3800,0.013648818247020245,0.04631062224507332
3825,0.013722237199544907,0.0463298037648201
3850,0.013526509515941143,0.046134933829307556
3875,0.013473078608512878,0.04612032696604729
3900,0.013316907919943333,0.04585948586463928
3925,0.01335442066192627,0.045974068343639374
3950,0.013220636174082756,0.0460527241230011
3975,0.013141320087015629,0.04585244879126549
4000,0.012975179590284824,0.04563883692026138
4025,0.012967042624950409,0.04573029652237892
4050,0.012898940593004227,0.045666441321372986
4075,0.0128027917817235,0.04536385089159012
4100,0.012766681611537933,0.04543738812208176
4125,0.012628443539142609,0.04534079134464264
4150,0.012682268396019936,0.04531422629952431
4175,0.012564679607748985,0.045256566256284714
4200,0.012535439804196358,0.045243021100759506
4225,0.012395934201776981,0.045215051621198654
4250,0.01234018336981535,0.04519035667181015
4275,0.012378568761050701,0.04506681486964226
4300,0.0123145105317235,0.045123256742954254
4325,0.012152332812547684,0.044997986406087875
4350,0.012115232646465302,0.0447099469602108
4375,0.012078753672540188,0.04469847306609154
4400,0.012006968259811401,0.04472010210156441
4425,0.011933885514736176,0.044597115367650986
4450,0.011884341016411781,0.04452219232916832
4475,0.011871841736137867,0.044491756707429886
4500,0.011800576001405716,0.04440467432141304
4525,0.011664066463708878,0.04442387446761131
4550,0.011682414449751377,0.04430369660258293
4575,0.011631933972239494,0.04419944807887077
4600,0.011476733721792698,0.044102348387241364
4625,0.011541027575731277,0.04429709166288376
4650,0.011367257684469223,0.04420144483447075
4675,0.01139663066715002,0.0442270003259182
4700,0.011351590976119041,0.04417402669787407
4725,0.011255789548158646,0.04402400553226471
4750,0.011181105859577656,0.043854549527168274
4775,0.011301166377961636,0.04396411031484604
4800,0.011166063137352467,0.043877195566892624
4825,0.01107978355139494,0.04373067244887352
4850,0.011073254980146885,0.043738953769207
4875,0.01104570273309946,0.043599650263786316
4900,0.011004503816366196,0.043902914971113205
4925,0.010921850800514221,0.043571699410676956
4950,0.010878314264118671,0.04344192519783974
4975,0.010858426801860332,0.043593134731054306
5000,0.010813262313604355,0.04337824136018753
5025,0.010799740441143513,0.04337584972381592
5050,0.010730945505201817,0.04324256256222725
5075,0.010762925259768963,0.043468061834573746
5100,0.010669400915503502,0.043032463639974594
5125,0.010623002424836159,0.043161846697330475
5150,0.010546885430812836,0.04323147237300873
5175,0.010552376508712769,0.04319266974925995
5200,0.01046481542289257,0.043085452169179916
5225,0.010473362170159817,0.04289206489920616
5250,0.010386859998106956,0.04276510700583458
5275,0.010361048392951488,0.04299255833029747
5300,0.010369804687798023,0.04286789149045944
5325,0.010366348549723625,0.04297081381082535
5350,0.010299836285412312,0.04280968755483627
5375,0.0102143669500947,0.042760349810123444
5400,0.010219837538897991,0.042742546647787094
5425,0.010225078091025352,0.0425494983792305
5450,0.010138599202036858,0.04263243079185486
5475,0.010141732171177864,0.04276125133037567
5500,0.010057240724563599,0.04267523065209389
5525,0.009991442784667015,0.04240092635154724
5550,0.010092422366142273,0.04269453510642052
5575,0.010019756853580475,0.04260825365781784
5600,0.010013618506491184,0.04260999336838722
5625,0.009918280877172947,0.04238983616232872
5650,0.00998061615973711,0.04244587942957878
5675,0.00990102719515562,0.0425201915204525
5700,0.009894829243421555,0.042347099632024765
5725,0.009866045787930489,0.04210631921887398
5750,0.00975877046585083,0.04223650321364403
5775,0.009773439727723598,0.04219106584787369
5800,0.009731819853186607,0.04221884161233902
5825,0.00964622013270855,0.04218987748026848
5850,0.009637245908379555,0.04214467853307724
5875,0.009633946232497692,0.042158596217632294
5900,0.009587211534380913,0.04203666374087334
5925,0.009589885361492634,0.04200831800699234
5950,0.009506863541901112,0.04189225658774376
5975,0.009596701711416245,0.04205161705613136
6000,0.009625519625842571,0.04187294840812683
