run_name,candidate_id,family,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_test_weighted_mse_scaled,overall_mae,overall_rmse,selection_weighted_score,selection_rejected,source_csv_sha256
D66_width128_lr4e-4_dropout0.05_20260606_102435_utc,D66_width128_lr4e-4_dropout0.05,enhanced,66,128,0.05,0.0004,6000,0.04187294840812683,1.1201605796813965,2.7170603275299072,4.0120545566082,False,8cb91ef4ae645529fcd222b2ab18888cd03adb83c9fa121a77b5db9c2d05b9c4
