run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity
D66_grouped_width320_lr8e-4_dropout0.075_v4b25k_20260609_060646_utc,D66_grouped_width320_lr8e-4_dropout0.075_v4b25k,enhanced,grouped_heads,66,320,0.075,0.0008,5525,0.03686152771115303,0.4214981496334076,1.6942640542984009,0.023531921207904816,0.017913345247507095,0.01654825173318386,0.06456942196577214,False,495234b2b5824bf2fcfd2bfdb97d70054ad9bd57d58a97382ea1cdba7367138e,enhanced_v4b_targeted_a1_b2_s3_topup14k,25000,0.031504169851541516,5.350509166717529,0.10540289431810379,0.947075605392456,10.453413009643555,5.638327598571777,0.9042572975158691,4.212430477142334,2.3563826084136963,0.9641702175140381
