stage,run_dir,weighted_score,true_hard_target_normalized_mae,overall_normalized_mae,blind_normalized_mae,stress_normalized_mae,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg,B2_magnitude_mae,B2_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_abs_angle_error_deg
baseline,training_results/model_selection_loop/D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_bin_diag_20260609_073514_utc,0.05945300707235359,0.029472595453262328,0.021880537271499634,0.015752246603369713,0.01647765003144741,10.839306831359863,-8.766539573669434,0.6711227266242965,5.702573776245117,20.931655883789062,0.09327175468206406,5.06442403793335,2.189054489135742,4.1849870681762695
