epoch,train_loss,validation_loss
1,1.5326838493347168,1.9001706838607788
25,0.39740607142448425,0.5833922028541565
50,0.16618365049362183,0.2734491527080536
75,0.12159044295549393,0.21114283800125122
100,0.09627934545278549,0.1717289835214615
125,0.07677008211612701,0.14239108562469482
150,0.06375844031572342,0.12389034777879715
175,0.05524773150682449,0.11218539625406265
200,0.04916892573237419,0.10309068113565445
225,0.04393458738923073,0.09583951532840729
250,0.03943478316068649,0.0901334285736084
275,0.03609154745936394,0.08560536801815033
300,0.032770004123449326,0.08124779164791107
325,0.029915010556578636,0.07791461050510406
350,0.0277234073728323,0.07472916692495346
375,0.02557450160384178,0.07189355045557022
400,0.023734835907816887,0.07014161348342896
425,0.0221236664801836,0.06815697997808456
450,0.021303420886397362,0.06665343791246414
475,0.01978236623108387,0.06500358879566193
500,0.018171347677707672,0.06317510455846786
525,0.0172044076025486,0.061829835176467896
550,0.016353828832507133,0.0610022135078907
575,0.015474741347134113,0.05963072180747986
600,0.014604386873543262,0.05852411687374115
625,0.014156673103570938,0.057903189212083817
650,0.013498518615961075,0.05705443397164345
675,0.012817101553082466,0.05566710978746414
700,0.012206196784973145,0.055092304944992065
725,0.01180855743587017,0.05432625859975815
750,0.011322671547532082,0.05342615768313408
775,0.010977943427860737,0.052483510226011276
800,0.01060558296740055,0.05239472538232803
825,0.010155714116990566,0.05169253423810005
850,0.009900618344545364,0.05097901448607445
875,0.009500709362328053,0.050564445555210114
900,0.009184397757053375,0.05012218654155731
925,0.008822319097816944,0.04938510060310364
950,0.008574912324547768,0.04898886755108833
975,0.00843883864581585,0.048358894884586334
1000,0.008087563328444958,0.04820811748504639
1025,0.007912327535450459,0.04785187914967537
1050,0.007676136679947376,0.04741653800010681
1075,0.007481523789465427,0.04688315466046333
1100,0.007282060105353594,0.04694245755672455
1125,0.007176802959293127,0.046860795468091965
1150,0.0069316658191382885,0.04608502611517906
1175,0.006774959620088339,0.04586358368396759
1200,0.006584998685866594,0.04568010941147804
1225,0.0064360336400568485,0.045685142278671265
1250,0.006256862543523312,0.045271918177604675
1275,0.00615435466170311,0.044780097901821136
1300,0.0060188197530806065,0.04459191858768463
1325,0.00589880021288991,0.04440895467996597
1350,0.005713483318686485,0.04418746009469032
1375,0.005618376657366753,0.043875258415937424
1400,0.005512617062777281,0.04374388977885246
1425,0.00539664551615715,0.04333152621984482
1450,0.005301162600517273,0.043382927775382996
1475,0.005190125200897455,0.04327245056629181
1500,0.005093416664749384,0.0428265780210495
1525,0.00497952988371253,0.04284254088997841
1550,0.004931819625198841,0.04272349551320076
1575,0.0048360577784478664,0.042903270572423935
1600,0.004765795543789864,0.04245476797223091
1625,0.004712941590696573,0.042302120476961136
1650,0.0045683193020522594,0.0421796515583992
1675,0.004470581654459238,0.0418725460767746
1700,0.004403002560138702,0.041570957750082016
1725,0.004350433591753244,0.04153785482048988
1750,0.004298876971006393,0.041344135999679565
1775,0.004201275762170553,0.04126373305916786
1800,0.004178968723863363,0.041241638362407684
1825,0.0041014957241714,0.04091207683086395
1850,0.004030735231935978,0.040835972875356674
1875,0.003988271113485098,0.04077591001987457
1900,0.0038871108554303646,0.04036455601453781
1925,0.0038232055958360434,0.0404023751616478
1950,0.003787941299378872,0.04022161662578583
1975,0.0037249047309160233,0.04025213420391083
2000,0.003716264385730028,0.03977862000465393
2025,0.0036337764468044043,0.040159568190574646
2050,0.003603219287469983,0.03987970948219299
2075,0.003562730737030506,0.040021862834692
2100,0.0034818509593605995,0.03959847241640091
2125,0.003445344977080822,0.03963516280055046
2150,0.003392687300220132,0.03941062092781067
2175,0.0033232704736292362,0.03930153325200081
2200,0.003299665404483676,0.03936301916837692
2225,0.0032561083789914846,0.03927125781774521
2250,0.0032751671969890594,0.03911390155553818
2275,0.003212900832295418,0.039100464433431625
2300,0.0031468996312469244,0.0391075573861599
2325,0.003118677996098995,0.03884410858154297
2350,0.003086671233177185,0.03866022080183029
2375,0.0030484432354569435,0.03864016756415367
2400,0.00299569359049201,0.03852764889597893
2425,0.0030055418610572815,0.03840126097202301
2450,0.002924915635958314,0.03851516917347908
2475,0.002916445955634117,0.03832768276333809
2500,0.0029191833455115557,0.03823753446340561
2525,0.002864248352125287,0.038177866488695145
2550,0.00284591899253428,0.0380396693944931
2575,0.0028078341856598854,0.0380762480199337
2600,0.002771182917058468,0.03801878169178963
2625,0.002708292566239834,0.03808172047138214
2650,0.002730215899646282,0.03791118785738945
2675,0.0026968212332576513,0.037614855915308
2700,0.00266796606592834,0.03778601437807083
2725,0.0026572002097964287,0.03786124661564827
2750,0.002605508780106902,0.03770837560296059
2775,0.0026363313663750887,0.037750810384750366
2800,0.0025520205963402987,0.03740362450480461
2825,0.002525866497308016,0.0372793972492218
2850,0.0025105720851570368,0.03750293701887131
2875,0.002484658034518361,0.03721274808049202
2900,0.0024521900340914726,0.03719629347324371
2925,0.0024524976033717394,0.03745212405920029
2950,0.0024278881028294563,0.03703739494085312
2975,0.0024185748770833015,0.037154391407966614
3000,0.002413853770121932,0.03680730611085892
