run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae
D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_20260607_054212_utc,D66_grouped_width320_lr6e-4_dropout0.075_targeted25k,enhanced,grouped_heads,66,320,0.075,0.0006,5900,0.033157844096422195,0.4997546970844269,1.635131597518921,0.02162349596619606,0.015550756826996803,0.02699078805744648,0.05840246618868641,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.029123665392398836
