run_name,candidate_id,family,architecture,input_dim,hidden_dim,dropout,learning_rate,best_epoch,best_validation_weighted_mse_scaled,overall_mae,overall_rmse,validation_normalized_mae,blind_normalized_mae,stress_normalized_mae,selection_weighted_score,selection_rejected,source_csv_sha256,dataset_version,training_only_new_rows,true_hard_target_normalized_mae,B2_mean_abs_angle_error_deg,B2_magnitude_mae,B2_mean_cosine_similarity,S3_mean_abs_angle_error_deg,S3_magnitude_mae,S3_mean_cosine_similarity,A3_mean_abs_angle_error_deg,A3_magnitude_mae,A3_mean_cosine_similarity,S3_high_bin_n,S3_high_magnitude_mae,S3_high_magnitude_bias,S3_high_magnitude_slope,S3_high_mean_abs_angle_error_deg,S3_high_p95_abs_angle_error_deg
D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_s3magloss_w0p25_high2_20260610_061945_utc,D66_grouped_width320_lr6e-4_dropout0.075_targeted25k_s3magloss_w0p25_high2,enhanced,grouped_heads,66,320,0.075,0.0006,5975,0.03505223989486694,0.5019887089729309,1.6447619199752808,0.02219802886247635,0.015588459558784962,0.016453830525279045,0.06028887598775328,False,64fbc87578287c5929311081151240bfbc556b67a0b28b36b3b69202437e9207,enhanced_v3_targeted25k,25000,0.02979080267250538,5.0483622550964355,0.09123774617910385,0.9469703435897827,9.396071434020996,4.994581699371338,0.9129199385643005,4.22312068939209,2.3460440635681152,0.9681370854377747,321,9.993887901306152,-8.183464050292969,0.7175789935634709,5.685982704162598,20.77734375
