sweep_label,n,median_weighted_error,p95_weighted_error,median_nn_distance_12d,p95_nn_distance_12d,coverage_limited_failures,dense_failures
coupled_full_random,3711,0.029163537546992302,0.31230388581752777,0.8059680461883545,1.131352186203003,374,1
coupled_sparse_random,79,0.029823200777173042,0.0633456215262413,0.7058582901954651,0.8782824873924254,0,0
