distribution,method,n_query,p1,p5,median,p95,p99,max
training_only_to_training_only_excluding_self,sklearn,500000,0.0016242186538875103,0.00404923006426543,0.1799224466085434,0.985162740945816,1.064425277709961,1.3023484945297241
parent_to_new_training_only,sklearn,575000,0.0015463740786071866,0.004000348784029484,0.13812056928873062,0.9444552004337309,1.040974508523941,1.2923314571380615
validation_to_v9_parent_train,sklearn,26977,0.0015473436145111918,0.004197763651609421,0.11444716900587082,0.9910881161689755,1.1036229085922238,1.3242603540420532
validation_to_v11_full_train,sklearn,26977,0.001020091800019145,0.0028726138174533845,0.09783343225717545,0.8923070549964904,0.992339334487915,1.1624983549118042
blind_to_v9_parent_train,sklearn,27370,0.0015680625999812037,0.004380883881822228,0.12266122177243233,0.9841407448053359,1.0928026449680337,1.3168811798095703
blind_to_v11_full_train,sklearn,27370,0.0011281296296510846,0.0030496023944579067,0.10551239550113678,0.8895733922719955,0.990931646227837,1.1242228746414185
stress_to_v9_parent_train,sklearn,28097,0.0016381710628047585,0.004414715431630612,0.12782429158687592,1.0213456869125364,1.129180192947388,1.3494067192077637
stress_to_v11_full_train,sklearn,28097,0.0011576234363019464,0.003122456232085824,0.10983459651470184,0.9230253934860226,1.0141379928588867,1.220363736152649
